,open,close,high,low,volume,money,r,rsrs
2009-12-31,2423.482,2553.8,2563.967,2402.619,14705448700.0,192600617731.0,0.03610756563813241,0.572948063308552
2010-01-08,2565.108,2466.165,2570.152,2432.013,14707762700.0,207638435995.0,0.014731132756711708,0.6862883921404356
2010-01-15,2584.528,2427.807,2584.528,2384.165,18500533600.0,250607370944.0,-0.04933550003915749,0.6928923778781951
2010-01-22,2414.893,2380.055,2450.281,2317.481,16334932400.0,211978342972.0,-0.03491656073295993,0.7779705161899332
2010-01-29,2355.357,2243.994,2389.627,2231.649,10537996700.0,131682269135.0,-0.07571153720209212,0.794079763934912
2010-02-05,2238.617,2219.6,2278.475,2182.952,10219785200.0,131077121540.0,-0.06741650928234849,0.7914402631112976
2010-02-12,2220.842,2284.386,2286.676,2201.802,6019506600.0,77695890921.0,0.018000048128470853,0.8945252527850499
2010-02-26,2282.09,2274.325,2291.783,2202.214,8524094400.0,115023870507.0,0.02465534330509998,0.8939803591507304
2010-03-05,2282.338,2267.939,2320.312,2258.962,8333911200.0,108115523425.0,-0.007199746452657352,0.9548623603577275
2010-03-12,2272.607,2274.532,2318.312,2265.195,7995924900.0,103723963981.0,9.101601574108129e-05,0.990392073667018
2010-03-19,2274.714,2310.546,2318.05,2232.953,7388861700.0,99950578755.0,0.01878666048778207,1.0157968732660683
2010-03-26,2314.442,2292.673,2330.671,2253.609,8780389300.0,105844035224.0,0.007975706650862516,1.0775027082957127
2010-04-02,2309.916,2379.194,2386.14,2306.283,12402787500.0,155635749701.0,0.029710726382422226,1.1836542537683448
2010-04-12,2391.253,2317.383,2403.816,2301.646,10163941200.0,134253781307.0,0.010777812623082332,1.173797355983855
2010-04-19,2316.994,2210.82,2374.558,2208.772,12443987300.0,165974711926.0,-0.07076934457635645,1.1511205652995868
2010-04-26,2214.309,2170.319,2239.291,2168.389,11558772900.0,143530024663.0,-0.06346124054590883,1.0660774360619625
2010-05-04,2165.936,2109.812,2165.936,2096.118,9637172400.0,111272515152.0,-0.04568802525759685,1.0921521850548856
2010-05-11,2078.193,1967.66,2110.783,1956.829,11631916600.0,139715341223.0,-0.09337751731427495,1.1438658887166466
2010-05-18,1956.506,1968.37,2044.825,1919.074,10708499300.0,121328379892.0,-0.06704009646357117,0.9777557810840054
2010-05-25,1952.915,1958.458,2017.324,1874.318,10570090700.0,112591083088.0,-0.0046766209609383725,0.9268345518559887
2010-06-01,1962.926,1911.432,2005.398,1895.906,8734740600.0,89197136768.0,-0.02892647215716551,0.8790206936508428
2010-06-08,1897.577,1845.13,1927.404,1829.442,7293677100.0,72397766617.0,-0.05786593330058647,0.8579191879055483
2010-06-18,1854.097,1870.871,1914.076,1829.547,7753532000.0,80893257194.0,-0.021220216047445017,0.8743054298476759
2010-06-25,1880.127,1915.91,1938.74,1873.694,7294348700.0,77233822705.0,0.03836044072775358,0.8941820265014696
2010-07-02,1915.296,1812.58,1931.51,1771.491,7618043900.0,68679126865.0,-0.031157145522059063,0.9122983838694019
2010-07-09,1795.477,1870.303,1883.432,1776.38,7246077900.0,67510199168.0,-0.023804354066735894,0.8922763647603293
2010-07-16,1868.421,1839.219,1897.632,1818.176,8002411700.0,80934763308.0,0.014696730627062046,0.900466650623386
2010-07-23,1822.443,1945.451,1956.417,1818.515,11014996900.0,107306935838.0,0.04017958587458818,0.9192196933139509
2010-07-30,1948.629,1986.76,2002.112,1929.796,12394746100.0,113500332903.0,0.08021937572415244,0.9271396065536018
2010-08-06,1984.124,1979.228,2022.545,1934.57,12775734100.0,113842295542.0,0.01736204098689715,0.9303829585113897
2010-08-13,1974.968,1930.671,1992.433,1902.625,11897327800.0,102870952133.0,-0.028231391813807377,0.937312822797343
2010-08-20,1926.391,1967.061,2005.296,1920.458,13285895000.0,130258883280.0,-0.006147346339077733,0.9449744967082258
2010-08-27,1963.312,1917.581,1982.467,1903.912,8385058300.0,78681254475.0,-0.00678002621886388,0.9225598679762269
2010-09-03,1926.115,1929.186,1949.933,1905.726,11239740900.0,114317661065.0,-0.01925461386301696,0.7994254635916473
2010-09-10,1938.539,1915.645,1983.507,1897.954,12687027900.0,131591604603.0,-0.0010096053308829831,0.7041043632942463
2010-09-17,1914.379,1857.31,1939.818,1845.073,11050179900.0,107578688318.0,-0.03725716442064165,0.6019750561999765
2010-09-29,1859.424,1868.749,1889.789,1844.157,8998019600.0,103743295403.0,-0.024480527446369218,0.5079170759602976
2010-10-13,1858.454,2125.614,2126.52,1856.816,23983789300.0,284152538556.0,0.14445838336088218,0.4591187982155594
2010-10-20,2152.865,2285.214,2321.691,2144.204,40206375800.0,435387137825.0,0.22285764433853872,0.22531098533964708
2010-10-27,2287.371,2225.371,2310.011,2206.865,23633302800.0,287425193847.0,0.04693091031579584,0.7666747138348925
2010-11-03,2216.275,2226.468,2265.399,2180.86,21798962100.0,263449365675.0,-0.025707001619979616,0.8446017128440516
2010-11-10,2230.844,2226.16,2308.039,2210.298,22452631800.0,271998630459.0,0.0003545476237444273,0.84816003828832
2010-11-17,2227.064,2013.607,2278.756,2001.385,23221537100.0,279791250543.0,-0.09560478749301579,0.8677641541805241
2010-11-24,2032.624,2014.155,2049.36,1957.081,13820154200.0,161994149949.0,-0.09523349624465442,0.865799771482946
2010-12-01,2024.247,1984.305,2042.016,1943.392,11168050300.0,128917764958.0,-0.014551995498625058,0.8515019633538202
2010-12-08,2016.156,2018.461,2056.063,1994.916,10588375400.0,128123148096.0,0.002137869230521008,0.8272994856902282
2010-12-15,2007.766,2054.017,2084.194,1985.176,14205048100.0,153566704522.0,0.035131695984236176,0.826337919167254
2010-12-22,2053.031,2021.976,2057.977,1969.98,11189508200.0,128555741051.0,0.0017414257694352776,0.8197396944584248
2010-12-29,2018.401,1953.334,2048.992,1936.268,11250047000.0,122030910958.0,-0.04901760793605884,0.8152057147513254
2011-01-06,1954.089,1984.278,2021.931,1925.231,13110844500.0,158862621823.0,-0.018644138209355645,0.805790309534425
2011-01-13,1983.235,2014.167,2035.88,1968.219,14088072300.0,152360638724.0,0.031143163432367355,0.8028179324607194
2011-01-20,2005.309,1895.004,2006.647,1894.384,10552526700.0,115655942096.0,-0.04499067166999791,0.7879577018707965
2011-01-27,1890.756,1949.372,1959.97,1890.756,12091201800.0,117488068454.0,-0.03216962645103402,0.7751625130560937
2011-02-10,1944.396,1975.98,1977.009,1929.875,10360433800.0,113296231863.0,0.04273130821887453,0.7812282474203107
2011-02-17,1972.445,2046.975,2070.944,1964.989,17794071800.0,204703289370.0,0.05006894528083908,0.7651586163377887
2011-02-24,2043.68,2002.832,2053.332,1981.186,13695295500.0,162528722267.0,0.013589206368485556,0.7061821047167456
2011-03-03,2003.398,2051.649,2083.238,1985.765,15541861500.0,192360709831.0,0.0022833693621074893,0.905807559831643
2011-03-10,2053.008,2071.724,2139.235,2049.735,16339902700.0,210496269935.0,0.03439729343249961,0.8435821424032304
2011-03-17,2061.773,2023.047,2075.384,1989.646,11973653900.0,151888418444.0,-0.01394098113273755,0.7911976497171473
2011-03-24,2043.246,2064.165,2080.627,2022.682,10563096800.0,130662888322.0,-0.003648652040522867,0.7664860081007707
2011-03-31,2067.456,2083.748,2130.06,2066.905,15952534800.0,188281365240.0,0.0300047403742968,0.5543036583542239
2011-04-11,2086.98,2175.964,2212.452,2085.861,18067890900.0,216336811950.0,0.05416185237129783,0.7225640302531948
2011-04-18,2167.72,2201.371,2214.838,2146.072,15903899500.0,177801547430.0,0.056447804628966675,0.8579914728074478
2011-04-25,2186.18,2127.462,2186.18,2122.877,12002929200.0,141248025617.0,-0.022289890825399665,0.8690122070293677
2011-05-03,2123.059,2114.417,2150.801,2084.646,10872509000.0,120749995971.0,-0.039499929816464455,0.8633797319417007
2011-05-10,2101.63,2057.666,2103.277,2021.985,8669236400.0,103711551902.0,-0.032807166473478644,0.8594976062020012
2011-05-17,2056.735,2033.78,2062.903,2009.564,7440237400.0,89775013329.0,-0.038136753535371666,0.8602805284189381
2011-05-24,2029.257,1995.273,2065.963,1986.335,7168632600.0,89760614265.0,-0.03032221944669361,0.8778494669162058
2011-05-31,1993.101,2010.564,2011.314,1968.301,6801100800.0,85389429820.0,-0.011415197317310572,0.8895418766020241
2011-06-08,2004.997,1980.672,2007.089,1943.97,7395871100.0,90602920490.0,-0.007317795609923999,0.8914437242054547
2011-06-15,1974.112,1952.076,1977.512,1924.937,7758455600.0,90792043921.0,-0.02909034479877291,0.9647953238521866
2011-06-22,1938.992,1923.562,1942.811,1896.982,7298843900.0,81864019965.0,-0.028833648377924324,0.979904634878481
2011-06-29,1916.967,1960.771,2009.965,1911.838,10596923600.0,118835459687.0,0.004454232314725418,0.9948457052004616
2011-07-06,1965.056,2017.172,2040.086,1965.056,11736185500.0,137318465724.0,0.048664924759378766,0.9850138720224965
2011-07-13,2030.038,1998.413,2038.118,1966.466,10273312300.0,118463892294.0,0.019197550351366912,0.9833911199097868
2011-07-20,2002.463,1983.668,2014.707,1974.371,9714869100.0,110147776882.0,-0.01660939176232871,0.9976510885027762
2011-07-27,1984.752,1918.787,1989.418,1899.2,8488782400.0,91328608929.0,-0.0398446167033541,0.9948405930833308
2011-08-03,1902.932,1893.003,1926.195,1874.556,7301223600.0,84058292874.0,-0.04570573301580706,0.9695680661555826
2011-08-10,1898.45,1814.667,1911.508,1741.099,10815429500.0,118942624412.0,-0.054263448730890985,0.9948759987665677
2011-08-17,1789.962,1858.303,1886.235,1789.234,8771482300.0,94308111908.0,-0.018330662973064394,0.7992903794351993
2011-08-24,1861.287,1806.79,1863.294,1782.973,6852830900.0,75302592489.0,-0.004340741304051902,0.7797280939026923
2011-08-31,1813.092,1841.539,1879.609,1811.358,9754847100.0,97866078798.0,-0.009021133797879098,0.7629800677871322
2011-09-07,1845.465,1813.864,1859.823,1770.371,6084496900.0,62091801710.0,0.003915230879072869,0.7408769012344353
2011-09-15,1820.113,1779.684,1827.474,1753.558,5602235700.0,56560464712.0,-0.033588753754332665,0.7177367464423914
2011-09-22,1790.308,1750.611,1814.55,1740.912,6932653000.0,68746092008.0,-0.03487196393996459,0.721398272112298
2011-09-29,1726.315,1689.538,1748.263,1679.202,7209152800.0,74067191927.0,-0.050652812521773505,0.7452187389850031
2011-10-13,1693.463,1746.935,1751.286,1657.346,9243598500.0,85082919123.0,-0.0020998382850331444,0.7768808722333661
2011-10-20,1741.886,1674.027,1770.261,1660.894,7028391800.0,66336391601.0,-0.009180616239468996,0.8096622752783253
2011-10-27,1675.782,1774.506,1784.972,1670.215,10003083400.0,93503379724.0,0.015782499062644083,0.8071603521183169
2011-11-03,1800.865,1819.042,1842.768,1767.073,11599245500.0,115573532163.0,0.08662644031428399,0.8085984483567136
2011-11-10,1837.834,1781.911,1843.95,1781.153,8505428800.0,83195061334.0,0.004172992370834459,0.8257567530827025
2011-11-17,1785.552,1748.447,1820.176,1746.771,6985539100.0,72172845233.0,-0.03880888951437077,0.8074385720874783
2011-11-24,1735.994,1704.691,1743.972,1685.902,5155125300.0,52963401237.0,-0.04333549767637106,0.7827937779561973
2011-12-01,1701.686,1713.048,1745.928,1657.631,6650762200.0,67287953871.0,-0.020245966849438322,0.7604037253983003
2011-12-08,1705.305,1701.68,1716.267,1681.592,5209005600.0,50847806926.0,-0.0017663025146492633,0.7763881597815319
2011-12-15,1690.053,1599.012,1702.817,1598.379,5036051500.0,47802371309.0,-0.0665690628633874,0.7146411447780804
2011-12-22,1598.07,1608.238,1646.732,1584.15,6536340900.0,57420806479.0,-0.05491161675520662,0.737460245124292
2011-12-29,1606.294,1596.587,1632.54,1571.513,5342901700.0,47352487509.0,-0.0015165614767118413,0.8698269415111067
2012-01-09,1602.316,1659.054,1659.582,1588.598,7952082400.0,69263625134.0,0.031597313332976856,0.8948564086682468
2012-01-16,1658.198,1661.994,1717.802,1655.304,9386335900.0,93445007609.0,0.04096676222467045,0.9024433641331125
2012-01-30,1664.485,1742.818,1779.0,1649.039,11052366300.0,111653525477.0,0.05048901361860427,0.9027639197251363
2012-02-06,1744.216,1764.818,1781.888,1709.536,7973019100.0,80655605146.0,0.06186785271186302,0.8242742169430315
2012-02-13,1753.384,1768.539,1800.034,1721.852,9773440300.0,96506296421.0,0.014758282276175714,0.8135447623040368
2012-02-20,1765.87,1769.412,1792.506,1747.83,7868917200.0,80599032169.0,0.0026031012829651843,0.8129855751688501
2012-02-27,1772.247,1828.408,1851.357,1756.41,12895606400.0,126996401941.0,0.03385223622436368,0.7787379532556835
2012-03-05,1826.898,1827.938,1850.252,1813.447,10796649100.0,110176919397.0,0.03307652485684514,0.8176619025414213
2012-03-12,1822.521,1796.937,1824.352,1774.508,9978027000.0,107047797039.0,-0.0172122414690813,0.7987167054320169
2012-03-19,1795.679,1778.981,1831.856,1754.057,12098535600.0,125002838540.0,-0.02678263704786492,0.8148012169171102
2012-03-26,1774.986,1749.888,1775.94,1741.002,8741288900.0,91612677357.0,-0.026182887880877283,0.8118383915381491
2012-04-05,1756.995,1735.283,1760.75,1681.971,8562230600.0,95184650098.0,-0.02456350011607774,0.7785396992789287
2012-04-12,1732.512,1770.947,1771.924,1702.949,7657065300.0,84277365329.0,0.012034484492721802,0.7664241573165148
2012-04-19,1771.304,1791.382,1797.408,1748.765,8085402000.0,86789521997.0,0.032328444409355804,0.7679872984919741
2012-04-26,1788.016,1822.206,1832.84,1784.257,10933292900.0,112027270162.0,0.028944400933511853,0.7687051246222756
2012-05-07,1823.366,1866.619,1877.425,1820.95,11270301200.0,133317960722.0,0.04199941720972961,0.773354407391972
2012-05-14,1865.858,1800.503,1866.441,1798.291,9759752400.0,114387766714.0,-0.01191028895745046,0.8146503675048642
2012-05-21,1790.717,1784.943,1805.69,1771.279,7777515300.0,90417380969.0,-0.0437561173437107,0.790237983448401
2012-05-28,1792.752,1800.913,1815.962,1763.692,7644841800.0,86821760802.0,0.00022771414432527014,0.6847108344645876
2012-06-04,1800.683,1760.955,1827.627,1760.069,8432672900.0,98425322118.0,-0.013439084609424534,0.5543913087184001
2012-06-11,1765.672,1756.031,1782.693,1736.083,7057557500.0,82681936127.0,-0.024921803551865115,0.46470115436087805
2012-06-18,1746.588,1776.244,1785.775,1734.806,6972144900.0,78090566340.0,0.008682220726821519,0.6275154439570227
2012-06-26,1774.267,1700.499,1775.846,1689.991,6128348400.0,64587019705.0,-0.031623587510698804,0.6387127907434023
2012-07-03,1698.859,1710.412,1723.068,1675.517,6028003600.0,66777257233.0,-0.03706247565086772,0.6283341831938406
2012-07-10,1715.338,1664.424,1721.18,1661.287,6929770400.0,72792781629.0,-0.02121436119633122,0.71733739134509
2012-07-17,1661.143,1669.706,1698.389,1651.252,6703792500.0,72038216735.0,-0.023798944347911574,0.7880173350202395
2012-07-24,1669.778,1632.952,1687.454,1620.931,6233017300.0,63320481216.0,-0.018908643470654102,0.8602905817702712
2012-07-31,1628.635,1631.885,1645.333,1622.553,5628612500.0,53431017855.0,-0.022651293101899325,0.874353683258013
2012-08-07,1633.384,1657.911,1662.493,1627.549,6106934300.0,62355679269.0,0.015284588891773953,0.9294265971036422
2012-08-14,1659.47,1633.143,1675.52,1616.375,6482138800.0,72529663375.0,0.0007708876544609689,0.9724143469253798
2012-08-21,1628.572,1598.5,1630.415,1582.714,4714278800.0,46822390864.0,-0.035834854826344756,0.9854566238797479
2012-08-28,1600.108,1570.44,1602.501,1555.441,6131270400.0,57736676429.0,-0.038394065920742994,0.998259611344214
2012-09-04,1565.278,1548.042,1569.71,1542.238,6436547300.0,59180850278.0,-0.03156584297779173,1.0075479036874089
2012-09-11,1544.47,1605.073,1634.693,1531.106,10280005500.0,92033524820.0,0.02205305519472252,1.0375706775740667
2012-09-18,1615.133,1564.982,1625.996,1560.71,7659194700.0,73914285219.0,0.010942855555598657,0.9469355722177663
2012-09-25,1565.236,1553.701,1571.683,1528.579,6606505000.0,61621989355.0,-0.03200602090995242,0.912428113201168
2012-10-09,1551.426,1627.657,1635.461,1536.957,8194179900.0,74999017116.0,0.04004838394307408,0.9493204374598408
2012-10-16,1623.283,1614.138,1636.412,1603.275,5753872600.0,53294195365.0,0.03889873276775898,0.8885849244936408
2012-10-23,1619.622,1625.81,1648.079,1603.346,6313290400.0,58467008856.0,-0.001134759964783723,0.8405763353262715
2012-10-30,1619.95,1576.321,1632.42,1566.95,6283294800.0,54330427315.0,-0.023428603997923354,0.8207272386066727
2012-11-06,1578.468,1619.739,1634.794,1573.187,7757110200.0,68124145807.0,-0.0037341386754909324,0.7655868519696235
2012-11-13,1617.211,1575.259,1626.208,1571.627,6423770000.0,54630985848.0,-0.0006737206444625798,0.6538801023326624
2012-11-20,1575.834,1540.488,1585.691,1533.513,5077679900.0,46928225310.0,-0.048928253255617095,0.5986949218957069
2012-11-27,1539.892,1552.92,1574.484,1534.321,4890618900.0,44334518128.0,-0.014181160050505943,0.538466930306583
2012-12-04,1547.246,1545.954,1557.652,1528.28,6516545300.0,55465804268.0,0.003548226276348725,0.5090186199475212
2012-12-11,1544.57,1645.009,1659.269,1543.262,13673208500.0,119073490389.0,0.0593005434922597,0.4967408161725663
2012-12-18,1645.627,1744.854,1768.368,1634.634,15727193000.0,140135393123.0,0.12865842062571078,0.39614633835409424
2012-12-25,1740.277,1798.882,1808.343,1725.852,13166052300.0,132207110334.0,0.0935393058639801,0.7153425048650004
2013-01-04,1796.605,1870.5,1899.88,1785.863,14885012200.0,148939772570.0,0.07200946325595148,0.899057169966055
2013-01-11,1865.058,1818.984,1892.13,1810.836,13054733200.0,138129428356.0,0.011174718519613772,1.0620998294526205
2013-01-18,1811.315,1886.794,1907.652,1811.066,14909608600.0,158498803259.0,0.008711039828922799,1.0473455112349104
2013-01-25,1890.85,1886.454,1961.979,1871.67,16959987300.0,166586530437.0,0.03709213495006005,1.0551890317659922
2013-02-01,1890.885,2055.724,2058.052,1890.885,20410969800.0,213535217517.0,0.08953282658308223,1.0778213055525547
2013-02-08,2068.022,2042.422,2088.446,2014.752,21866981800.0,227667651610.0,0.08267787075645633,1.1337805952925013
2013-02-22,2051.922,1883.475,2055.411,1876.324,16413417700.0,171622283251.0,-0.08378994456454282,1.0726036389054867
2013-03-01,1893.442,1944.423,1963.597,1863.011,15991712400.0,168060287054.0,-0.047981758911723446,1.1155533162864624
2013-03-08,1904.43,1901.481,1943.926,1828.549,18084081800.0,190474620574.0,0.009559988850396255,1.1064670584221155
2013-03-15,1895.046,1841.32,1900.357,1815.366,12875473000.0,131746647131.0,-0.05302498478983229,1.1026859415617782
2013-03-22,1829.393,1904.462,1913.266,1805.557,13525206400.0,140766234491.0,0.0015677253677528172,1.0941804123195178
2013-03-29,1913.791,1793.194,1927.371,1774.924,14674710500.0,141908311593.0,-0.02613668455238632,1.0882575809015975
2013-04-09,1781.793,1788.633,1805.739,1747.66,9788301000.0,95184991102.0,-0.060819801077679654,1.0722278347253131
2013-04-16,1787.74,1772.643,1808.285,1739.218,8757638000.0,85034851122.0,-0.011460555857313783,1.0464348264915269
2013-04-23,1769.811,1760.677,1836.611,1740.26,11195506600.0,115239759094.0,-0.015629813382622443,1.0021413397069572
2013-05-03,1764.029,1795.489,1821.379,1745.571,10217884400.0,98448132313.0,0.012888099859926677,0.9103384561210022
2013-05-10,1804.889,1819.117,1842.126,1794.421,9829006500.0,100744756901.0,0.03319177793541919,0.906571289666721
2013-05-17,1819.556,1843.809,1849.875,1770.406,10007543000.0,103741645414.0,0.02691188862755491,0.9603690771518598
2013-05-24,1848.324,1829.141,1877.27,1814.569,10524038800.0,110568102792.0,0.005510365743379955,0.9507134303920873
2013-05-31,1825.225,1841.366,1882.751,1821.157,11258167300.0,112626007879.0,-0.0013249745499669347,0.9524049763771958
2013-06-07,1840.4,1760.224,1854.38,1755.599,8426186600.0,84978139629.0,-0.037677248500799086,0.9416142936364967
2013-06-19,1733.142,1687.613,1733.142,1668.07,8818038300.0,85763900336.0,-0.08349942379733302,0.9384771670030916
2013-06-26,1677.931,1509.682,1677.931,1422.984,14216502000.0,120054032244.0,-0.14233529368989398,0.9920404584781755
2013-07-03,1511.491,1522.911,1562.387,1497.437,12333021300.0,97705680721.0,-0.09759464995825465,0.624459141790281
2013-07-10,1511.516,1546.743,1556.592,1497.505,10272584000.0,88487195038.0,0.024548878505539527,0.6882515289546185
2013-07-17,1555.283,1582.141,1653.587,1555.283,15954958300.0,143540511380.0,0.03889262077692,0.7372843409084577
2013-07-24,1575.667,1532.353,1583.305,1485.06,11333390400.0,95802009067.0,-0.009303420154479363,0.7356845137030068
2013-07-31,1537.73,1504.167,1548.197,1478.196,8546533800.0,72562851859.0,-0.04928385017517412,0.7489328923686903
2013-08-07,1513.802,1551.155,1575.692,1508.805,9458819900.0,86070905837.0,0.012270018722839912,0.7775966685929697
2013-08-14,1548.412,1610.218,1643.0,1533.222,12366368700.0,119218197493.0,0.07050480432026508,0.7820979011577228
2013-08-21,1608.621,1588.081,1711.432,1573.72,14480617700.0,130841450276.0,0.02380548687913196,0.7633639693688442
2013-08-28,1582.332,1592.869,1609.064,1542.997,10905887100.0,103201660645.0,-0.01077431751477139,0.7534384727818556
2013-09-04,1604.276,1613.537,1620.151,1575.77,11628637900.0,113735695924.0,0.016029409079259895,0.7603932815253098
2013-09-11,1615.527,1741.318,1765.943,1604.205,22453007900.0,204521819364.0,0.09319598786843117,0.7478121959359659
2013-09-18,1741.495,1700.587,1798.962,1680.677,21691519200.0,208603532866.0,0.053949800965208704,0.7220182908832551
2013-09-27,1707.898,1639.152,1716.091,1624.875,13682415100.0,128751885902.0,-0.058671649865217,0.7330395648246779
2013-10-11,1648.149,1669.268,1673.041,1622.593,12308328000.0,109375960870.0,-0.018416582039025325,0.713185010851427
2013-10-18,1670.728,1636.8,1671.514,1625.474,11568212000.0,104026828139.0,-0.0014348882836979664,0.6676877012531772
2013-10-25,1640.284,1611.519,1669.999,1601.659,11767983100.0,105595928884.0,-0.034595403494226226,0.5754152380127374
2013-11-01,1614.678,1644.752,1655.928,1600.804,12693604500.0,111878483332.0,0.004858260019550341,0.426592906276237
2013-11-08,1654.106,1587.44,1659.757,1585.621,8762915800.0,80545867300.0,-0.014941803354474847,0.3870290595353938
2013-11-15,1587.587,1604.823,1622.848,1559.566,9868718000.0,90685816712.0,-0.02427660826677813,0.8579939890424751
2013-11-22,1618.164,1642.496,1676.868,1610.045,15076813600.0,152276479062.0,0.034682255707302344,0.8252337346922699
2013-11-29,1633.841,1661.409,1680.819,1627.893,11163549000.0,106191206679.0,0.03525996324828346,0.7609127743227413
2013-12-06,1662.389,1675.255,1709.575,1655.0,15650456900.0,148454346029.0,0.01994464522288031,0.7378897966765682
2013-12-13,1681.206,1626.41,1687.529,1614.966,9644433000.0,90270688425.0,-0.021065854344113955,0.7207344314347486
2013-12-20,1627.099,1537.413,1631.088,1534.104,9212807800.0,86646132708.0,-0.08228120495088813,0.6172783927057471
2013-12-27,1541.366,1550.221,1559.817,1522.589,8082042400.0,72518968602.0,-0.046844891509521015,0.5000964266073082
2014-01-06,1557.509,1512.93,1578.245,1498.6,10403517700.0,92309392468.0,-0.01592480354985937,0.7014245617183421
2014-01-13,1500.978,1494.613,1527.887,1489.23,8358106000.0,73822387198.0,-0.0358710145198652,0.8190147299725368
2014-01-20,1493.889,1464.842,1505.457,1459.446,8060534800.0,68262914802.0,-0.03178468270177732,0.9091393678731268
2014-01-27,1467.15,1478.865,1514.967,1467.15,9226633000.0,81021484681.0,-0.010536506774663439,0.975339726728096
2014-02-10,1483.409,1505.834,1507.356,1458.492,8060562500.0,71374510695.0,0.027983905431438996,1.0521091934157127
2014-02-17,1505.66,1538.105,1549.905,1500.845,14142934700.0,117776405884.0,0.040057746988399895,1.0090217970296314
2014-02-24,1535.887,1468.06,1556.424,1458.167,14618518900.0,118789601996.0,-0.025085102341958085,0.9979361080594851
2014-03-03,1469.257,1462.686,1475.97,1429.611,13767252400.0,110956551162.0,-0.049033713563118315,0.9401687906846943
2014-03-10,1458.675,1408.873,1472.075,1407.494,12059866400.0,96779420525.0,-0.0403164720787978,0.981179391567489
2014-03-17,1406.066,1434.157,1451.294,1403.279,10275188400.0,78183284375.0,-0.019504527971143496,0.9716169769581275
2014-03-24,1437.54,1477.532,1486.85,1402.182,13993105700.0,108607938450.0,0.048733278301166874,0.9926161288499635
2014-03-31,1473.182,1465.783,1486.373,1450.453,11694267200.0,94086739457.0,0.022051978967435208,0.953593589143372
2014-04-08,1463.707,1534.747,1543.411,1461.177,12527712400.0,104984612746.0,0.03872335759902334,0.959275957015554
2014-04-15,1535.214,1523.22,1587.622,1520.996,15564304500.0,145827737607.0,0.03918519999208623,0.9332847180484205
2014-04-22,1519.241,1509.547,1536.925,1487.774,9423287500.0,80829568022.0,-0.016419644410446833,0.9367841167504743
2014-04-29,1504.536,1496.009,1523.25,1478.51,9693198000.0,81840703751.0,-0.017864129935268716,0.9270789845857653
2014-05-08,1499.12,1478.717,1500.349,1471.648,8916098000.0,70658379973.0,-0.020423345546710322,0.8127094400713455
2014-05-15,1482.323,1488.771,1513.124,1474.517,9511421800.0,75456898993.0,-0.00483820618726228,0.6725102297065643
2014-05-22,1489.503,1471.552,1493.192,1447.936,6908638100.0,56390091168.0,-0.004845416668639226,0.673602724928514
2014-05-29,1472.409,1484.307,1497.678,1471.23,6634009300.0,54229646477.0,-0.0029984463695222046,0.6266199098170075
2014-06-06,1485.102,1472.268,1491.042,1459.528,6508247300.0,56420521180.0,0.0004865611272996958,0.6033291665054253
2014-06-13,1466.639,1502.961,1509.021,1466.149,8139213200.0,67014697635.0,0.012567480986076327,0.5903301223033497
2014-06-20,1503.662,1484.479,1521.963,1473.667,8634746000.0,67271495948.0,0.008294006254296101,0.586159029420147
2014-06-27,1483.656,1473.756,1489.313,1466.396,6679065300.0,55033421300.0,-0.019431641938812735,0.5872502523164532
2014-07-04,1475.719,1492.463,1495.039,1475.719,8152167300.0,64642673712.0,0.005378317914904774,0.5206634474697011
2014-07-11,1493.068,1468.541,1497.718,1460.906,8321426200.0,67110582577.0,-0.0035385776207188606,0.5482569189139918
2014-07-18,1468.692,1478.755,1490.191,1464.753,10333092600.0,78411570415.0,-0.009184817312053872,0.5256312846441179
2014-07-25,1478.725,1557.015,1557.578,1474.799,14569696300.0,120998485065.0,0.060246189925919784,0.5199659798156373
2014-08-01,1566.329,1607.974,1639.319,1566.329,23681991100.0,190903920520.0,0.08738364367322499,0.3985659441867199
2014-08-08,1614.901,1595.662,1646.317,1586.092,17456236900.0,145331046489.0,0.024821212383952584,1.0716011764604272
2014-08-15,1601.305,1612.004,1621.713,1593.222,13818517500.0,117994868135.0,0.002506259429567874,1.0707865193233805
2014-08-22,1614.225,1594.183,1623.901,1576.318,13003087400.0,110191582599.0,-0.0009268880251582364,1.0280384637088362
2014-08-29,1594.706,1581.284,1595.44,1563.402,10934514100.0,88620289557.0,-0.019057024672395232,1.0214116143865892
2014-09-05,1582.023,1656.237,1657.605,1576.219,16979390200.0,144595258415.0,0.038925267676295686,1.001297069364246
2014-09-15,1657.61,1624.068,1660.007,1614.228,15928167300.0,138455776587.0,0.02705649333073621,1.0510326860921064
2014-09-22,1626.389,1583.886,1629.686,1580.973,17419229800.0,138802970804.0,-0.04368396551942754,1.0348993505459028
2014-09-29,1584.289,1621.816,1636.22,1584.158,17226484000.0,141712480206.0,-0.0013866414460477964,1.03416899070999
2014-10-13,1623.041,1605.986,1639.167,1593.656,18323656400.0,149905757677.0,0.013953024396957949,1.0454137302895048
2014-10-20,1603.347,1612.402,1629.092,1592.698,18921129300.0,149790487912.0,-0.0058046042214406485,1.0276044396577941
2014-10-27,1612.095,1559.906,1615.288,1556.545,14523979100.0,119119486383.0,-0.02869265360968287,0.9976629594301701
