date,r,open,high,low,close,volume,rsrs,turnover,money,circulating_cap,MA5,MA10,MA20,MA60,,, ,,,,,,,circulating_market_cap(าฺิช),turn_over(v/c),turn_over(m/cmc),recog,Unnamed: 13,Unnamed: 14,turn_over(v/cc)
,,,,,,,,,,,,,,,,,-0.09163519,,,,,,,20850.5651,352682.8153,0.067094031,-0.020367526,,2008/3/7,0.071923591
,,,,,,,,,,,,,,,,,-0.020382571,,,,,,,20585.5253,313169.3171,0.057080015,-0.111263982,,2008/3/14,0.061556966
,,,,,,,,,,,,,,,,,-0.036758583,,,,,,,20014.5854,399955.5644,0.0684688,-0.11015,,2008/3/21,0.076435372
,,,,,,,,,,,,,,,,,-0.028134235,,,,,,,20018.5099,390488.7446,0.06537085,-0.05639192,,2008/3/28,0.074427603
,,,,,,,,,,,,,,,,,0.013018335,,,,,,,20021.5201,349739.6484,0.054613827,-0.063858643,,2008/4/3,0.06666946
,,,,,,,,,,,,,,,,,-0.123571516,,,,,,,17942.5598,425965.4133,0.068910923,-0.015482161,,2008/4/11,0.07030542
,,,,,,,,,,,,,,,,,0.188583326,,,,,,,21312.2599,291458.2512,0.043757106,-0.112161876,,2008/4/18,0.057139433
,,,,,,,,,,,,,,,,,0.047092711,,,,,,,22414.21,656496.7893,0.100590045,0.041708283,,2008/4/25,0.130725359
,,,,,,,,,,,,,,,,,-0.047142039,,,,,,,21087.3601,370487.1763,0.061708733,0.244556938,,2008/4/30,0.067672142
,,,,,,,,,,,,,,,,,0.010415054,,,,,,,22682.2398,501771.84,0.086885444,-0.002269375,,2008/5/9,0.098584071
,,,,,,,,,,,,,,,,,-0.056876114,,,,,,,21456.6898,390596.8012,0.062597402,-0.037217972,,2008/5/16,0.064725828
,,,,,,,,,,,,,,,,,-0.013130119,,,,,,,21357.3499,323282.0426,0.048096618,-0.047053427,,2008/5/23,0.052809723
,,,,,,,,,,,,,,,,,-0.035347871,,,,,,,20713.1502,251424.764,0.039573833,-0.069259443,,2008/5/30,0.039818273
,,,,,,,,,,,,,,,,,-0.140276313,,,,,,,17797.59,335171.9137,0.04631544,-0.048013869,,2008/6/6,0.045609681
,,,,,,,,,,,,,,,,,-0.021131896,,,,,,,17747.9602,290764.5578,0.03817366,-0.170665716,,2008/6/13,0.039303882
,,,,,,,,,,,,,,,,,-0.029638823,,,,,,,17250.74,447681.9835,0.055364598,-0.158443905,,2008/6/20,0.058782442
,,,,,,,,,,,,,,,,,-0.058506099,,,,,,,16157.6201,425451.3695,0.050347893,-0.050144395,,2008/6/27,0.051492916
,,,,,,,,,,,,,,,,,0.080987506,,,,,,,17501.55,350202.3821,0.043783255,-0.08641087,,2008/7/4,0.045901795
,,,,,,,,,,,,,,,,,-0.038639675,,,,,,,16975.3099,624569.7464,0.07530662,0.017743144,,2008/7/11,0.079381337
,,,,,,,,,,,,,,,,,0.049558994,,,,,,,17905.66,400524.9848,0.045577678,0.039218499,,2008/7/18,0.053695724
,,,,,,,,,,,,,,,,,-0.026481198,,,,,,,17465.5801,450330.4474,0.055050181,0.009004375,,2008/7/25,0.058888986
,,,,,,,,,,,,,,,,,-0.067447981,,,,,,,16511.2999,363227.0407,0.043011396,0.021765414,,2008/8/1,0.044887799
,,,,,,,,,,,,,,,,,-0.048345679,,,,,,,15859.56,311888.1987,0.03575859,-0.092143076,,2008/8/8,0.037021921
,,,,,,,,,,,,,,,,,-0.004806197,,,,,,,16615.8799,279884.6241,0.028966164,-0.112532841,,2008/8/15,0.034552037
,,,,,,,,,,,,,,,,,0.014059079,,,,,,,16912.9199,334531.0764,0.034481249,-0.052919516,,2008/8/22,0.037999024
,,,,,,,,,,,,,,,,,-0.090354972,,,,,,,15346.7999,297566.3936,0.031953182,0.009185312,,2008/8/29,0.030567727
,,,,,,,,,,,,,,,,,-0.047303197,,,,,,,14592.32,276853.9204,0.029558621,-0.0775662,,2008/9/5,0.027041854
,,,,,,,,,,,,,,,,,-0.035878196,,,,,,,14228.46,280333.2406,0.028411986,-0.13338409,,2008/9/12,0.026698935
,,,,,,,,,,,,,,,,,0.09742405,,,,,,,15599.87,448867.247,0.037535144,-0.081484239,,2008/9/19,0.046021839
,,,,,,,,,,,,,,,,,-0.156350633,,,,,,,13214.13,1306411.561,0.126955125,0.058050456,,2008/9/26,0.113460224
,,,,,,,,,,,,,,,,,-0.031393169,,,,,,,13221.26,664553.6734,0.065148909,-0.074158895,,2008/10/10,0.057746804
,,,,,,,,,,,,,,,,,-0.048667646,,,,,,,12524.47,698029.705,0.065179444,-0.18283546,,2008/10/17,0.055867251
,,,,,,,,,,,,,,,,,-0.057112077,,,,,,,11829.86,617500.5283,0.055676375,-0.078532983,,2008/10/24,0.046199436
,,,,,,,,,,,,,,,,,0.026928422,,,,,,,12229.4,693640.5547,0.058234646,-0.103000212,,2008/10/31,0.053648719
,,,,,,,,,,,,,,,,,0.137156407,,,,,,,13934.98,498523.4281,0.040822533,-0.031721593,,2008/11/7,0.043935104
,,,,,,,,,,,,,,,,,-0.03184335,,,,,,,13578.15,1012519.754,0.084432464,0.167778234,,2008/11/14,0.086948849
,,,,,,,,,,,,,,,,,-0.059908347,,,,,,,12735.9801,1252271.154,0.104625889,0.100945537,,2008/11/21,0.100183946
,,,,,,,,,,,,,,,,,0.090211279,,,,,,,13948.32,697680.6813,0.058026956,-0.089844015,,2008/11/28,0.061128816
,,,,,,,,,,,,,,,,,-0.025464293,,,,,,,13526.34,989268.8636,0.083595909,0.024898524,,2008/12/5,0.084054704
,,,,,,,,,,,,,,,,,0.036565259,,,,,,,14111.5999,1157556.104,0.100671488,0.06244982,,2008/12/12,0.102609055
,,,,,,,,,,,,,,,,,-0.088333932,,,,,,,13037.9399,803230.3861,0.06815525,0.010169857,,2008/12/19,0.065783426
,,,,,,,,,,,,,,,,,-0.022528414,,,,,,,12826.98,630223.942,0.051622861,-0.054998626,,2008/12/26,0.050279968
,,,,,,,,,,,,,,,,,0.044933476,,,,,,,13376.76,298968.4124,0.022919661,-0.108872322,,2008/12/31,0.02487436
,,,,,,,,,,,,,,,,,0.037909868,,,,,,,13947.27,829803.4813,0.063480413,0.021392782,,2009/1/9,0.071984689
