date,r,open,high,low,close,volume,rsrs,turnover,money,circulating_cap,MA5,MA10,MA20,MA60,,, ,,,,,,,circulating_market_cap(าฺิช),turn_over(v/c),turn_over(m/cmc),recog,Unnamed: 13,Unnamed: 14,turn_over(v/cc)
,,,,,,,,,,,,,,,,,0.024147073,,,,,,,14350.08,945733.0133,0.077905722,0.084546766,,2009/1/16,0.084410903
,,,,,,,,,,,,,,,,,0.097985858,,,,,,,15787.7698,846442.8902,0.071268028,0.062972353,,2009/1/23,0.083117816
,,,,,,,,,,,,,,,,,0.039412031,,,,,,,16292.28,1069540.224,0.0884054,0.124499003,,2009/2/6,0.108235003
,,,,,,,,,,,,,,,,,-0.034355813,,,,,,,15781.67,1603333.209,0.142047655,0.141259711,,2009/2/13,0.157168406
,,,,,,,,,,,,,,,,,-0.060902342,,,,,,,14874.16,1587432.07,0.14227467,0.003702186,,2009/2/20,0.146661493
,,,,,,,,,,,,,,,,,0.053253434,,,,,,,16634.8,1290361.976,0.119452478,-0.093165806,,2009/2/27,0.133326857
,,,,,,,,,,,,,,,,,-0.030279284,,,,,,,16088.1,1246020.033,0.11314069,-0.010892167,,2009/3/6,0.120548423
,,,,,,,,,,,,,,,,,0.061618629,,,,,,,16939.05,803241.3211,0.076476175,0.021361675,,2009/3/13,0.081821388
,,,,,,,,,,,,,,,,,0.05759435,,,,,,,17836.04,1005220.946,0.096582089,0.029473577,,2009/3/20,0.107818111
,,,,,,,,,,,,,,,,,0.036752224,,,,,,,18505.46,1297867.9,0.125018697,0.122761864,,2009/3/27,0.144431568
,,,,,,,,,,,,,,,,,0.001284919,,,,,,,18500.65,1328377.36,0.127910133,0.096463294,,2009/4/3,0.147717002
,,,,,,,,,,,,,,,,,0.013270654,,,,,,,18800.8901,849205.4533,0.084285379,0.038084366,,2009/4/10,0.095965078
,,,,,,,,,,,,,,,,,-0.031016362,,,,,,,18452.4899,1243770.137,0.128061317,0.014572625,,2009/4/17,0.137948549
,,,,,,,,,,,,,,,,,0.018783844,,,,,,,18886.3099,1007441.364,0.098540459,-0.018157316,,2009/4/24,0.113789442
,,,,,,,,,,,,,,,,,0.067127183,,,,,,,20194.29,652161.2099,0.065407402,-0.012815125,,2009/4/30,0.07847175
,,,,,,,,,,,,,,,,,-0.000322301,,,,,,,20400.3999,1140108.195,0.112032466,0.087171933,,2009/5/8,0.13858446
,,,,,,,,,,,,,,,,,-0.027018728,,,,,,,20506.6399,1002826.08,0.104091622,0.066783246,,2009/5/15,0.122059972
,,,,,,,,,,,,,,,,,0.012006133,,,,,,,21350.8199,802599.7681,0.086864493,-0.027332321,,2009/5/22,0.095607728
,,,,,,,,,,,,,,,,,0.084935607,,,,,,,23075.01,363761.8055,0.038914821,-0.015336985,,2009/5/27,0.046704195
,,,,,,,,,,,,,,,,,-0.001796876,,,,,,,23055.1701,1166090.525,0.128330162,0.097961488,,2009/6/5,0.149588254
,,,,,,,,,,,,,,,,,0.070803428,,,,,,,24585.95,855456.5229,0.090160186,0.082986112,,2009/6/12,0.11555727
,,,,,,,,,,,,,,,,,0.015231957,,,,,,,25096.7401,768874.1894,0.08612205,0.068879327,,2009/6/19,0.1060193
,,,,,,,,,,,,,,,,,0.069904513,,,,,,,26917.0699,803266.5249,0.087647361,0.08711386,,2009/6/26,0.118667758
,,,,,,,,,,,,,,,,,0.004302945,,,,,,,35001.0099,603119.0717,0.074010533,0.086201252,,2009/7/3,0.113605666
,,,,,,,,,,,,,,,,,0.033853299,,,,,,,35474.2398,709485.969,0.088617899,0.074508253,,2009/7/10,0.070467502
,,,,,,,,,,,,,,,,,0.053245834,,,,,,,36962.9904,634622.9254,0.08009504,0.038301913,,2009/7/17,0.06567723
,,,,,,,,,,,,,,,,,0.026926842,,,,,,,39081.9894,684711.0373,0.090499061,0.08890168,,2009/7/24,0.074923138
,,,,,,,,,,,,,,,,,-0.064751644,,,,,,,37742.4201,823611.8515,0.105984178,0.081606418,,2009/7/31,0.085228764
,,,,,,,,,,,,,,,,,-0.064894963,,,,,,,35572.1301,691885.848,0.095124855,-0.03956836,,2009/8/7,0.06577351
,,,,,,,,,,,,,,,,,-0.038950722,,,,,,,34382.8401,499958.6174,0.065976853,-0.125444551,,2009/8/14,0.045939102
,,,,,,,,,,,,,,,,,-0.073513865,,,,,,,32271.8497,547210.7972,0.067706446,-0.101317979,,2009/8/21,0.047193829
,,,,,,,,,,,,,,,,,0.020047248,,,,,,,32938.5297,517697.8862,0.063904662,-0.109601169,,2009/8/28,0.045458107
,,,,,,,,,,,,,,,,,0.053402649,,,,,,,34587.0097,483351.1872,0.056788757,-0.054940367,,2009/9/4,0.044566297
,,,,,,,,,,,,,,,,,-0.025736748,,,,,,,33566.3199,460140.6066,0.055634904,0.074520474,,2009/9/11,0.041173682
,,,,,,,,,,,,,,,,,-0.030621181,,,,,,,32759.9401,502952.2719,0.061240287,0.026291491,,2009/9/18,0.043923332
,,,,,,,,,,,,,,,,,-0.012397108,,,,,,,32544.8499,387263.4361,0.04651596,-0.055569839,,2009/9/25,0.033598058
,,,,,,,,,,,,,,,,,0.050161321,,,,,,,33899.5198,165228.78,0.018892929,-0.042638675,,2009/9/30,0.014931541
,,,,,,,,,,,,,,,,,0.021781259,,,,,,,41183.1398,59006.72488,0.007251046,0.037142358,,2009/10/9,0.006478081
,,,,,,,,,,,,,,,,,0.051960857,,,,,,,42906.7799,278719.8533,0.034530651,0.073035157,,2009/10/16,0.027669252
,,,,,,,,,,,,,,,,,-0.042517918,,,,,,,53670.9309,281118.2431,0.035764895,0.074873889,,2009/10/23,0.034908545
,,,,,,,,,,,,,,,,,0.0573999,,,,,,,56307.5999,212978.7652,0.027240479,0.007233672,,2009/10/30,0.017786853
,,,,,,,,,,,,,,,,,0.004606323,,,,,,,56408.6602,264149.034,0.032103924,0.012441458,,2009/11/6,0.022099916
,,,,,,,,,,,,,,,,,0.023384809,,,,,,,58104.4647,258362.1754,0.031551751,0.062270626,,2009/11/13,0.02226559
,,,,,,,,,,,,,,,,,-0.075133217,,,,,,,54486.7582,344385.2033,0.04233338,0.02809885,,2009/11/20,0.027819319
,,,,,,,,,,,,,,,,,0.082967272,,,,,,,58214.9373,370225.1776,0.047688746,-0.053505384,,2009/11/27,0.031952985
,,,,,,,,,,,,,,,,,-0.030902779,,,,,,,57512.8618,371482.7211,0.046906342,0.001600457,,2009/12/4,0.031674856
,,,,,,,,,,,,,,,,,-0.032909673,,,,,,,56560.5835,259752.0109,0.034288669,0.049500574,,2009/12/11,0.021676056
,,,,,,,,,,,,,,,,,-0.007459938,,,,,,,56737.1706,269622.8722,0.033223809,-0.062795451,,2009/12/18,0.022530227
,,,,,,,,,,,,,,,,,0.061166452,,,,,,,59907.4194,195891.1887,0.025380652,-0.040124107,,2009/12/25,0.017283795
,,,,,,,,,,,,,,,,,-0.03431553,,,,,,,57219.2505,225221.5764,0.029468123,0.053250216,,2009/12/31,0.01898012
,,,,,,,,,,,,,,,,,-0.015553704,,,,,,,62136.7592,236699.868,0.033416361,0.024751963,,2010/1/8,0.021661618
,,,,,,,,,,,,,,,,,-0.019668779,,,,,,,60858.6804,303991.6981,0.041178575,-0.0493355,,2010/1/15,0.026493616
,,,,,,,,,,,,,,,,,-0.057167166,,,,,,,57775.8999,282729.173,0.036689752,-0.034916561,,2010/1/22,0.023392376
,,,,,,,,,,,,,,,,,-0.010870796,,,,,,,57445.1496,183444.4992,0.022923131,-0.075711537,,2010/1/29,0.015090911
,,,,,,,,,,,,,,,,,0.029188142,,,,,,,58925.4305,173435.9022,0.022244576,-0.067416509,,2010/2/5,0.01461387
,,,,,,,,,,,,,,,,,-0.004404247,,,,,,,58791.7601,102386.9091,0.013215439,0.018000048,,2010/2/12,0.008607646
,,,,,,,,,,,,,,,,,-0.002807866,,,,,,,58859.8903,144820.0864,0.019541978,0.024655343,,2010/2/26,0.012178286
,,,,,,,,,,,,,,,,,0.002907045,,,,,,,59277.7398,140590.9069,0.018238807,-0.007199746,,2010/3/5,0.011891963
,,,,,,,,,,,,,,,,,0.015833587,,,,,,,60162.5199,132905.4187,0.017240628,9.10E-05,,2010/3/12,0.011409678
,,,,,,,,,,,,,,,,,-0.007735401,,,,,,,60181.9298,122775.4199,0.016608071,0.01878666,,2010/3/19,0.01049843
,,,,,,,,,,,,,,,,,0.037738046,,,,,,,62032.83,141544.2323,0.017062584,0.007975707,,2010/3/26,0.012475576
,,,,,,,,,,,,,,,,,-0.01405518,,,,,,,61041.0297,203187.7175,0.025496908,0.029710726,,2010/4/2,0.017622444
,,,,,,,,,,,,,,,,,-0.00709111,,,,,,,60407.7004,125926.828,0.016771132,0.023152451,,2010/4/9,0.0108083
,,,,,,,,,,,,,,,,,-0.061810899,,,,,,,56396.9299,201287.902,0.027480286,-0.021046623,,2010/4/16,0.016129465
,,,,,,,,,,,,,,,,,-0.016338429,,,,,,,56027.6404,239382.3139,0.029460589,-0.068463701,,2010/4/23,0.019056416
,,,,,,,,,,,,,,,,,-0.078757247,,,,,,,52329.9604,188223.7216,0.022053196,-0.077139435,,2010/4/30,0.013975966
,,,,,,,,,,,,,,,,,0.019979113,,,,,,,53601.4399,165304.7832,0.019790512,-0.093808906,,2010/5/7,0.012571927
,,,,,,,,,,,,,,,,,-0.037777822,,,,,,,52592.9,204245.4229,0.024048823,-0.060351634,,2010/5/14,0.01524121
,,,,,,,,,,,,,,,,,0.015535942,,,,,,,52977.03,186044.5895,0.019899346,-0.018553476,,2010/5/21,0.013782594
,,,,,,,,,,,,,,,,,-0.040115078,,,,,,,50997.5102,199600.568,0.021147026,-0.022828794,,2010/5/28,0.014220646
,,,,,,,,,,,,,,,,,-0.00594051,,,,,,,50460.8194,158875.0955,0.015614526,-0.025202361,,2010/6/4,0.011182877
,,,,,,,,,,,,,,,,,-0.006544725,,,,,,,50085.6999,162547.9392,0.016746467,-0.045817284,,2010/6/11,0.011285999
,,,,,,,,,,,,,,,,,0.024073814,,,,,,,51445.4697,48199.46468,0.005035409,-0.012446356,,2010/6/18,0.003437432
,,,,,,,,,,,,,,,,,-0.053932596,,,,,,,49316.8099,147907.9591,0.01566075,0.017371532,,2010/6/25,0.009995143
,,,,,,,,,,,,,,,,,0.031845767,,,,,,,50791.7601,149985.8222,0.013521706,-0.031157146,,2010/7/2,0.010445027
,,,,,,,,,,,,,,,,,-0.016619767,,,,,,,49860.5302,145326.9324,0.013539808,-0.023804354,,2010/7/9,0.009935028
,,,,,,,,,,,,,,,,,0.057759299,,,,,,,52501.3709,152422.9094,0.015415743,0.014696731,,2010/7/16,0.01075923
,,,,,,,,,,,,,,,,,0.021233637,,,,,,,53358.4607,206433.933,0.020110576,0.040179586,,2010/7/23,0.014809566
,,,,,,,,,,,,,,,,,-0.003791097,,,,,,,52935.6501,234147.4238,0.02144119,0.080219376,,2010/7/30,0.016664627
,,,,,,,,,,,,,,,,,-0.024533303,,,,,,,51509.88,248024.9245,0.02210106,0.017362041,,2010/8/6,0.017176862
,,,,,,,,,,,,,,,,,0.018848369,,,,,,,52754.9501,225520.5962,0.019499772,-0.028231392,,2010/8/13,0.015995852
,,,,,,,,,,,,,,,,,-0.025154278,,,,,,,51400.8095,258476.3767,0.025341796,-0.006147346,,2010/8/20,0.017725734
,,,,,,,,,,,,,,,,,0.006051896,,,,,,,51772.3407,161960.1932,0.015197546,-0.006780026,,2010/8/27,0.011187151
,,,,,,,,,,,,,,,,,-0.007019023,,,,,,,51534.1397,218102.8143,0.022182899,-0.019254614,,2010/9/3,0.014995803
,,,,,,,,,,,,,,,,,-0.030451884,,,,,,,49946.8305,254010.6704,0.026346337,-0.001009605,,2010/9/10,0.01692674
,,,,,,,,,,,,,,,,,0.003824887,,,,,,,50537.2,218654.3754,0.02128703,-0.037257164,,2010/9/17,0.014742895
,,,,,,,,,,,,,,,,,0.026118126,,,,,,,51695.8597,51439.85835,0.005401994,-0.026743473,,2010/9/21,0.003537158
,,,,,,,,,,,,,,,,,0.040198964,,,,,,,53165.3293,170520.3301,0.020091157,0.030042912,,2010/9/30,0.012038955
,,,,,,,,,,,,,,,,,0.132852332,,,,,,,63597.781,63819.28011,0.007620114,0.067367012,,2010/10/8,0.005389866
,,,,,,,,,,,,,,,,,-0.010350906,,,,,,,63181.4909,563961.7377,0.062336948,0.178391822,,2010/10/15,0.046120759
,,,,,,,,,,,,,,,,,-0.01863601,,,,,,,61831.3697,493906.5987,0.056722402,0.121126284,,2010/10/22,0.039416864
,,,,,,,,,,,,,,,,,0.040888723,,,,,,,64556.5399,340181.285,0.041496661,-0.028794016,,2010/10/29,0.028345168
,,,,,,,,,,,,,,,,,-0.065126257,,,,,,,81492.1296,298777.6883,0.036117615,0.02149071,,2010/11/5,0.031426224
,,,,,,,,,,,,,,,,,-0.042775187,,,,,,,78545.21,310956.4211,0.038252826,-0.026900464,,2010/11/12,0.025709728
,,,,,,,,,,,,,,,,,-0.010320455,,,,,,,76735.1287,224835.8971,0.02650591,-0.105115656,,2010/11/19,0.018102235
,,,,,,,,,,,,,,,,,-0.005091664,,,,,,,76700.5405,172202.1111,0.019899661,-0.052654182,,2010/11/26,0.013696431
,,,,,,,,,,,,,,,,,0.006738143,,,,,,,77415.9788,128552.9067,0.014843022,-0.015359571,,2010/12/3,0.010320079
,,,,,,,,,,,,,,,,,0.005187344,,,,,,,77880.9295,147429.5732,0.01712748,0.00161217,,2010/12/10,0.011760819
,,,,,,,,,,,,,,,,,-0.009294644,,,,,,,77162.2008,170682.6148,0.018932401,0.011960441,,2010/12/17,0.013471362
,,,,,,,,,,,,,,,,,-0.017823917,,,,,,,76829.3701,155750.6678,0.017398118,-0.004155514,,2010/12/24,0.012239813
,,,,,,,,,,,,,,,,,0.014670021,,,,,,,77702.3006,149792.4464,0.016167603,-0.026952894,,2010/12/31,0.011867707
,,,,,,,,,,,,,,,,,-0.011837773,,,,,,,78102.4798,156560.6192,0.019633697,-0.003415373,,2011/1/7,0.012467816
,,,,,,,,,,,,,,,,,-0.02864135,,,,,,,76392.6303,159466.9781,0.017071421,0.002658587,,2011/1/14,0.012421248
,,,,,,,,,,,,,,,,,0.010023169,,,,,,,77214.1396,149313.8182,0.015606211,-0.040140074,,2011/1/21,0.011755466
,,,,,,,,,,,,,,,,,0.012105035,,,,,,,78463.5889,145764.9639,0.014475125,-0.018905258,,2011/1/28,0.011661766
,,,,,,,,,,,,,,,,,0.00395492,,,,,,,78493.109,51029.64898,0.005552284,0.022249535,,2011/2/1,0.004084107
,,,,,,,,,,,,,,,,,0.027242973,,,,,,,79852.55,81554.3461,0.009197014,0.01610783,,2011/2/11,0.006640166
,,,,,,,,,,,,,,,,,-0.011652362,,,,,,,78501.72,224016.6967,0.026078416,0.031305637,,2011/2/18,0.01793092
,,,,,,,,,,,,,,,,,0.036619557,,,,,,,80987.639,166791.4779,0.020021898,0.015273166,,2011/2/25,0.013772219
,,,,,,,,,,,,,,,,,-0.014917244,,,,,,,80928.3815,205239.2534,0.02505426,0.024540491,,2011/3/4,0.016917486
,,,,,,,,,,,,,,,,,-0.007138699,,,,,,,80021.8593,190625.7682,0.024986298,0.02115605,,2011/3/11,0.015418096
,,,,,,,,,,,,,,,,,0.030376729,,,,,,,82422.95,145100.1438,0.018384926,-0.021949453,,2011/3/18,0.012088057
,,,,,,,,,,,,,,,,,0.014389735,,,,,,,83035.6208,141395.0433,0.017225443,0.02302118,,2011/3/25,0.01186695
,,,,,,,,,,,,,,,,,0.027682274,,,,,,,84703.6001,179064.2556,0.021178042,0.045203577,,2011/4/1,0.015330312
,,,,,,,,,,,,,,,,,0.007216348,,,,,,,85413.0691,134562.2165,0.015853743,0.04247035,,2011/4/8,0.011616831
,,,,,,,,,,,,,,,,,-0.02245119,,,,,,,83625.47,202848.1646,0.023337614,0.035098387,,2011/4/15,0.017145489
,,,,,,,,,,,,,,,,,-0.017566828,,,,,,,82593.9995,152471.9202,0.017298438,-0.015396858,,2011/4/22,0.01272854
,,,,,,,,,,,,,,,,,-0.036011185,,,,,,,80382.6909,144478.2548,0.016451662,-0.039623622,,2011/4/29,0.0117331
,,,,,,,,,,,,,,,,,0.002704456,,,,,,,80324.3403,97907.68241,0.011309966,-0.052945411,,2011/5/6,0.007907029
,,,,,,,,,,,,,,,,,0.004544211,,,,,,,80336.6808,86597.65042,0.010778866,-0.03340412,,2011/5/13,0.006989013
,,,,,,,,,,,,,,,,,-0.036954628,,,,,,,77986.5508,87150.29618,0.01078098,0.007260957,,2011/5/20,0.006815607
,,,,,,,,,,,,,,,,,-0.00088127,,,,,,,77856.109,95353.46802,0.011918056,-0.032578347,,2011/5/27,0.007442722
,,,,,,,,,,,,,,,,,-0.012111693,,,,,,,77266.8999,98568.38581,0.011812055,-0.037803331,,2011/6/3,0.0076085
,,,,,,,,,,,,,,,,,-0.019811064,,,,,,,76202.8794,69867.84806,0.008939861,-0.012982289,,2011/6/10,0.005318837
,,,,,,,,,,,,,,,,,0.044404901,,,,,,,78828.9198,98727.38863,0.011356947,-0.031682811,,2011/6/17,0.00775835
,,,,,,,,,,,,,,,,,-0.005641622,,,,,,,78317.4196,117658.7692,0.013137781,0.023714129,,2011/6/24,0.00918605
,,,,,,,,,,,,,,,,,0.01445245,,,,,,,78741.5293,127990.8161,0.014365716,0.038512763,,2011/7/1,0.010045878
,,,,,,,,,,,,,,,,,-0.001340624,,,,,,,78664.2695,155214.067,0.018201601,0.008729293,,2011/7/8,0.012170652
,,,,,,,,,,,,,,,,,-0.023460859,,,,,,,77328.0194,127627.1186,0.014570647,0.013092451,,2011/7/15,0.009777188
,,,,,,,,,,,,,,,,,-0.028814227,,,,,,,76007.6108,109465.1103,0.0124215,-0.024770032,,2011/7/22,0.008207578
,,,,,,,,,,,,,,,,,-0.030431613,,,,,,,73209.1991,124781.5823,0.01344733,-0.05159908,,2011/7/29,0.009011525
,,,,,,,,,,,,,,,,,-0.006477337,,,,,,,72405.3094,90646.06386,0.010572293,-0.058368977,,2011/8/5,0.00647443
,,,,,,,,,,,,,,,,,-0.017341264,,,,,,,71684.8203,164254.8876,0.01785396,-0.036711835,,2011/8/12,0.011615226
,,,,,,,,,,,,,,,,,0.038781852,,,,,,,73869.26,108829.6255,0.011699569,-0.023706276,,2011/8/19,0.007794023
,,,,,,,,,,,,,,,,,-0.029663162,,,,,,,72141.53,123507.0673,0.012686598,0.020768062,,2011/8/26,0.008638293
,,,,,,,,,,,,,,,,,-0.010843225,,,,,,,71831.9513,97072.44024,0.009960218,0.007968297,,2011/9/2,0.006760276
,,,,,,,,,,,,,,,,,-0.008884279,,,,,,,71377.0204,80539.85958,0.00822194,-0.040184743,,2011/9/9,0.005573041
,,,,,,,,,,,,,,,,,-0.024993641,,,,,,,69973.2499,66737.40046,0.00664217,-0.01963117,,2011/9/16,0.004527144
,,,,,,,,,,,,,,,,,-0.032077397,,,,,,,69146.4809,109797.7338,0.010989393,-0.03365587,,2011/9/23,0.007360146
,,,,,,,,,,,,,,,,,0.036044588,,,,,,,71230.9796,96005.18677,0.009676465,-0.056269307,,2011/9/30,0.006630228
,,,,,,,,,,,,,,,,,-0.039603739,,,,,,,69465.6708,133060.0078,0.012200955,0.002810974,,2011/10/14,0.008959609
,,,,,,,,,,,,,,,,,0.078133306,,,,,,,73401.3106,94294.78089,0.008924358,-0.004986652,,2011/10/21,0.006709077
,,,,,,,,,,,,,,,,,0.013668088,,,,,,,74831.7098,157098.2506,0.014861281,0.035435196,,2011/10/28,0.011395367
,,,,,,,,,,,,,,,,,-0.028519644,,,,,,,73526.5109,145082.5025,0.014580505,0.092869327,,2011/11/4,0.010313712
,,,,,,,,,,,,,,,,,-0.033014632,,,,,,,71663.5305,106247.7239,0.010266219,-0.015241365,,2011/11/11,0.007361682
,,,,,,,,,,,,,,,,,-0.016907025,,,,,,,70773.9096,100763.7425,0.010532383,-0.06059271,,2011/11/18,0.006895038
,,,,,,,,,,,,,,,,,0.007558207,,,,,,,71257.9098,64284.24596,0.006661851,-0.049363478,,2011/11/25,0.00442891
,,,,,,,,,,,,,,,,,-0.007272697,,,,,,,70871.1703,99262.12972,0.009910277,-0.009476605,,2011/12/2,0.006801213
,,,,,,,,,,,,,,,,,-0.037269342,,,,,,,69663.9842,70171.86651,0.006926137,0.000230541,,2011/12/9,0.004726117
,,,,,,,,,,,,,,,,,-0.006786376,,,,,,,69946.7088,79437.35017,0.007401241,-0.044270991,,2011/12/16,0.005367841
,,,,,,,,,,,,,,,,,-0.000204581,,,,,,,70155.8075,90430.12155,0.007945123,-0.043802794,,2011/12/23,0.006128925
,,,,,,,,,,,,,,,,,-0.005721393,,,,,,,70336.0797,78495.488,0.006806706,-0.006989568,,2011/12/30,0.005333688
,,,,,,,,,,,,,,,,,0.048219986,,,,,,,72514.5995,61740.72988,0.005262426,-0.005924803,,2012/1/6,0.004325513
,,,,,,,,,,,,,,,,,0.052895968,,,,,,,74733.1199,138992.3546,0.013437198,0.042222707,,2012/1/13,0.010035625
,,,,,,,,,,,,,,,,,-0.001633156,,,,,,,74823.2707,138000.5218,0.014204163,0.103666597,,2012/1/20,0.009926555
,,,,,,,,,,,,,,,,,0.003456172,,,,,,,74813.819,109541.129,0.011068312,0.051176425,,2012/2/3,0.007878006
,,,,,,,,,,,,,,,,,-0.007121902,,,,,,,74264.4891,130398.1811,0.012895547,0.001817372,,2012/2/10,0.009309149
,,,,,,,,,,,,,,,,,0.034584391,,,,,,,76357.0899,102270.896,0.010307916,-0.003690345,,2012/2/17,0.007502061
,,,,,,,,,,,,,,,,,0.009378579,,,,,,,76771.1893,144836.042,0.014349032,0.027216182,,2012/2/24,0.010675272
,,,,,,,,,,,,,,,,,-0.017551338,,,,,,,75095.9698,159294.3927,0.016247595,0.044287323,,2012/3/2,0.011483023
,,,,,,,,,,,,,,,,,-0.017339356,,,,,,,74428.2285,139347.7355,0.014600945,-0.008337366,,2012/3/9,0.009947818
,,,,,,,,,,,,,,,,,-0.018066644,,,,,,,72906.7401,165501.1976,0.017049593,-0.034586365,,2012/3/16,0.011572998
,,,,,,,,,,,,,,,,,-0.024190522,,,,,,,71618.2195,135433.6238,0.014296998,-0.035092736,,2012/3/23,0.009303087
,,,,,,,,,,,,,,,,,0.018690422,,,,,,,72219.0503,102258.1766,0.011435499,-0.041820125,,2012/3/30,0.00708224
,,,,,,,,,,,,,,,,,0.022765886,,,,,,,73510.5395,52788.86302,0.005849652,-0.005952231,,2012/4/6,0.003721455
,,,,,,,,,,,,,,,,,0.021841595,,,,,,,74867.1502,104504.6323,0.011625276,0.041881812,,2012/4/13,0.00750322
,,,,,,,,,,,,,,,,,0.003667639,,,,,,,74762.7592,115448.2725,0.011956314,0.045104724,,2012/4/20,0.008277305
,,,,,,,,,,,,,,,,,0.029692594,,,,,,,76279.2897,133927.8701,0.013945651,0.025589342,,2012/4/27,0.009796944
,,,,,,,,,,,,,,,,,-0.032465159,,,,,,,74041.0601,98354.78571,0.011623306,0.033469135,,2012/5/4,0.006978678
,,,,,,,,,,,,,,,,,-0.022117802,,,,,,,72526.2505,140368.0437,0.0166898,-0.003736539,,2012/5/11,0.009754839
,,,,,,,,,,,,,,,,,0.000452812,,,,,,,72345.3697,115461.6078,0.013358801,-0.053864902,,2012/5/18,0.008003961
,,,,,,,,,,,,,,,,,0.018099209,,,,,,,73034.4911,99144.42739,0.011522335,-0.021675005,,2012/5/25,0.006938298
,,,,,,,,,,,,,,,,,-0.038672356,,,,,,,70624.7904,118146.2296,0.013394815,0.018560216,,2012/6/1,0.007994422
,,,,,,,,,,,,,,,,,0.01777593,,,,,,,70890.1598,105656.9335,0.012695597,-0.021273086,,2012/6/8,0.00717619
,,,,,,,,,,,,,,,,,-0.019302715,,,,,,,69805.2595,104123.2574,0.011611921,-0.021583864,,2012/6/15,0.00696161
,,,,,,,,,,,,,,,,,-0.015259293,,,,,,,69414.2702,66154.84232,0.007107606,-0.001869909,,2012/6/21,0.004393213
,,,,,,,,,,,,,,,,,0.001593464,,,,,,,69518.1598,86763.81707,0.009274089,-0.034267462,,2012/6/29,0.005770437
,,,,,,,,,,,,,,,,,-0.015517835,,,,,,,68210.89,98347.01908,0.01067874,-0.013690144,,2012/7/6,0.006417642
,,,,,,,,,,,,,,,,,-0.015856794,,,,,,,68083.2903,107435.4158,0.011260897,-0.013949098,,2012/7/13,0.006989264
,,,,,,,,,,,,,,,,,-0.016878731,,,,,,,67089.3991,93870.69171,0.009943843,-0.031128566,,2012/7/20,0.006016931
,,,,,,,,,,,,,,,,,0.00692445,,,,,,,68258.3703,78301.45338,0.007661889,-0.032467883,,2012/7/27,0.005106424
,,,,,,,,,,,,,,,,,0.014361607,,,,,,,68616.1208,85344.35686,0.0081192,-0.010071157,,2012/8/3,0.00550427
,,,,,,,,,,,,,,,,,-0.035535004,,,,,,,67348.0599,94363.14438,0.010704287,0.021385503,,2012/8/10,0.005973464
,,,,,,,,,,,,,,,,,-0.011140701,,,,,,,66646.5204,82822.57298,0.008579029,-0.021683736,,2012/8/17,0.005188299
,,,,,,,,,,,,,,,,,-0.023242708,,,,,,,66251.3096,82355.6309,0.008035463,-0.04627982,,2012/8/24,0.005124981
,,,,,,,,,,,,,,,,,0.043846083,,,,,,,68187.0603,93281.18667,0.008355174,-0.034124469,,2012/8/31,0.005974486
,,,,,,,,,,,,,,,,,-0.002787156,,,,,,,67832.5508,137417.6939,0.012125401,0.019584273,,2012/9/7,0.008755588
,,,,,,,,,,,,,,,,,-0.042568898,,,,,,,65365.0001,133017.0395,0.01280312,0.040936721,,2012/9/14,0.008166896
,,,,,,,,,,,,,,,,,0.043421451,,,,,,,67489.179,103102.1877,0.009749454,-0.045237409,,2012/9/21,0.006535917
,,,,,,,,,,,,,,,,,0.003451136,,,,,,,67974.8907,111270.0517,0.010280796,-0.000995851,,2012/9/28,0.007104464
,,,,,,,,,,,,,,,,,0.011803598,,,,,,,68776.56,99541.38445,0.009035945,0.04702244,,2012/10/12,0.006430558
,,,,,,,,,,,,,,,,,-0.032402695,,,,,,,67042.1398,87584.93714,0.008264042,0.01529547,,2012/10/19,0.005515461
,,,,,,,,,,,,,,,,,0.026446696,,,,,,,68653.1187,92035.36882,0.008037482,-0.020981566,,2012/10/26,0.005934984
,,,,,,,,,,,,,,,,,-0.021366562,,,,,,,67728.9492,106368.3533,0.009395287,-0.006812943,,2012/11/2,0.006766924
,,,,,,,,,,,,,,,,,-0.025312655,,,,,,,66134.8901,101523.1218,0.008801958,0.004515059,,2012/11/9,0.006284722
,,,,,,,,,,,,,,,,,0.011082409,,,,,,,66701.0997,87383.62075,0.007386487,-0.046138373,,2012/11/16,0.005455738
,,,,,,,,,,,,,,,,,-0.013382604,,,,,,,66494.9098,71432.26022,0.007001489,-0.014510771,,2012/11/23,0.00443704
,,,,,,,,,,,,,,,,,0.056313677,,,,,,,69028.6305,81097.60341,0.006716127,-0.002448507,,2012/11/30,0.005229351
,,,,,,,,,,,,,,,,,0.056970406,,,,,,,71975.9804,160686.9686,0.014301721,0.042177449,,2012/12/7,0.010803856
,,,,,,,,,,,,,,,,,0.005745168,,,,,,,72271.4597,186494.3749,0.01613799,0.116492296,,2012/12/14,0.012590504
,,,,,,,,,,,,,,,,,0.045951384,,,,,,,74649.4302,199711.7535,0.018933221,0.063042879,,2012/12/21,0.013825801
,,,,,,,,,,,,,,,,,0.028961654,,,,,,,76768.2202,172299.9122,0.017477568,0.05196055,,2012/12/28,0.012266671
,,,,,,,,,,,,,,,,,-0.027541299,,,,,,,75252.2194,95793.37005,0.009535596,0.076243866,,2013/1/4,0.006679289
,,,,,,,,,,,,,,,,,0.037279052,,,,,,,76520.8602,170603.5866,0.018051212,0.000622713,,2013/1/11,0.012096047
