 ,r,open,high,low,close,volume,rsrs,turnover,money,circulating_cap,MA5,MA10,MA20,MA60
2005/5/13,-0.005589565,790.825,795.092,749.838,757.304,1946539100,,-5.29E-05,10499221304,2180800,799.401,816.0755,,
2005/5/20,-0.037910104,754.779,760.535,741.83,753.071,1579407100,0.855824967,-6.41E-05,7962338777,2180800,782.404,805.4337,,
2005/5/27,-0.033246748,749.827,749.827,723.321,724.522,1467158500,0.935188921,-6.43E-05,7034859676,2180800,763.8896,792.4961,,
2005/6/3,0.094554234,723.104,737.944,693.553,700.434,1602642700,0.931868827,-9.51E-05,7739160924,2180800,745.0126,780.4367,812.57875,
2005/6/10,-0.005850028,699.266,790.391,693.528,766.663,4705275000,0.755472907,2.70E-05,23438985169,2181604,740.3988,776.4605,809.7311,
2005/6/17,0.013305291,762.001,772.858,742.96,762.178,2921885200,0.769857402,6.58E-05,15207159126,2181604,741.3736,770.3873,806.3879,
2005/6/24,-0.031428723,764.102,781.812,759.338,772.319,2367486600,0.773607386,7.08E-06,10771663485,2271608,745.2232,763.8136,803.4115,
2005/7/1,-0.027391364,776.596,786.482,746.743,748.046,2251008500,0.760345746,-1.87E-05,10483703202,2271644,749.928,756.9088,799.77935,
2005/7/8,0.028812902,744.286,747.667,725.371,727.556,1468915000,0.75111454,-8.96E-05,7549267203,2271644,755.3524,750.1825,792.51295,
2005/7/15,0.026993303,734.719,759.27,721.854,748.519,2206168400,0.737048209,6.60E-07,10983525611,2301548,751.7236,746.0612,787.1283,
2005/7/22,0.025897461,746.768,774.805,743.132,768.724,2359569700,0.6817333,5.52E-05,11344487643,2301548,753.0328,747.2032,781.63935,
2005/7/29,0.030048235,767.302,797.395,764.159,788.632,3464087300,0.601019236,3.56E-05,16202997344,2302684,756.2954,750.7593,778.0965,
2005/8/5,0.012310283,788.217,812.655,786.878,812.329,2805464300,0.582979873,4.66E-05,13208868463,2304933,769.152,759.54,776.01805,
2005/8/12,-0.005647375,814.123,834.985,806.511,822.329,3865541200,0.589156047,2.55E-05,19153947570,2309245,788.1066,771.7295,776.0831,
2005/8/19,0.005518017,832.149,843.322,809.222,817.685,4914321300,0.597481435,3.23E-06,25462008321,2408539,801.9398,776.8317,776.6461,
2005/8/26,0.008837298,819.357,830.538,811.138,822.197,3501192100,0.570433358,-1.10E-07,17159002940,2408539,812.6344,782.8336,776.61045,
2005/9/2,-0.00702141,821.791,831.664,806.577,829.463,2601128900,0.587845031,1.33E-05,12904903371,2408539,820.8006,788.548,776.1808,
2005/9/9,0.008477015,829.773,832.454,812.989,823.639,3044565100,0.60559694,1.39E-06,15614724015,2408608,823.0626,796.1073,776.50805,
