 ,r,open,high,low,close,volume,rsrs,turnover,money,circulating_cap,MA5,MA10,MA20,MA60
2005/9/16,-0.04509638,824.441,834.999,818.965,830.621,2510213000,0.621771423,1.34E-06,12451842965,2408608,824.721,806.4138,778.29815,
2005/9/23,0.000616519,831.04,833.1,789.936,793.163,2711620000,0.627052151,-3.29E-05,13584083903,2408608,819.8166,810.8782,778.4697,
2005/9/30,-0.020361569,793.307,796.475,780.765,793.652,1775292500,0.590035371,-6.06E-05,9087090422,2418138,814.1076,813.371,780.2871,
2005/10/14,-0.004416766,792.759,797.971,775.308,777.492,1522668300,0.531921096,-3.14E-05,8428498352,2418138,803.7134,812.257,781.50815,
2005/10/21,-0.031126866,776.262,777.857,764.426,774.058,1990139400,0.846721866,-3.00E-05,9726679936,2418138,793.7972,808.4299,783.98495,
2005/10/28,0.01194724,774.581,774.581,742.228,749.964,2514125000,0.841414026,-3.59E-05,11481977466,2548962,777.6658,801.1934,786.46145,
2005/11/4,-0.016436428,749.192,768.098,747.727,758.924,2119394600,0.850311244,-2.35E-05,9662511877,2548962,770.818,795.3173,786.0745,
2005/11/11,0.018910845,758.45,763.737,740.094,746.45,1799475600,0.88773751,-6.64E-06,8113479862,2548962,761.3776,787.7426,785.2881,
2005/11/18,0.00803612,746.057,765.042,733.032,760.566,1748774800,0.858283723,3.15E-06,7995580250,2548962,757.9924,780.8529,784.70045,
2005/11/25,-0.012595901,758.234,766.787,744.405,766.678,3040533400,0.893730783,2.27E-05,11613885547,2548962,756.5164,775.1568,785.63205,
2005/12/2,0.026432556,765.27,770.842,751.9,757.021,2099957400,0.9160148,-5.66E-06,8933273782,2548962,757.9278,767.7968,787.1053,
2005/12/9,0.006446332,756.037,777.649,748.013,777.031,2255614800,0.919966309,1.53E-05,10504220928,2548962,761.5492,766.1836,788.5309,
2005/12/16,0.012021124,776.193,784.175,767.612,782.04,2263341200,0.919298519,3.73E-05,10969854388,2555647,768.6672,765.0224,789.1967,
2005/12/23,0.006260732,781.931,791.651,777.861,791.441,1876849100,0.895474077,2.53E-05,9011422677,2555647,774.8422,766.4173,789.33715,
2005/12/30,0.050852842,791.388,804.61,787.871,796.396,3011252000,0.856157889,1.56E-05,14920058879,2555826,780.7858,768.6511,788.5405,
2006/1/6,-0.006881389,801.413,842.692,800.214,836.895,3362189900,0.877607662,4.22E-05,18253630547,2469951,796.7606,777.3442,789.2688,
2006/1/13,0.011117314,837.76,842.062,826.965,831.136,4010884500,0.851842082,2.69E-05,21786855393,2469951,807.5816,784.5654,789.94135,
2006/1/20,0.007869097,830.478,844.43,813.122,840.376,3739616200,0.883229685,2.75E-06,18481921540,2469951,819.2488,793.958,790.8503,
2006/1/25,0.015326055,840.962,847.161,834.749,846.989,2144284300,0.86918093,2.28E-05,11875270766,2563300,830.3584,802.6003,791.7266,
2006/2/10,-0.002297755,849.51,863.964,848.432,859.97,4766554700,0.877951667,1.25E-05,24188923468,2563300,843.0732,811.9295,793.54315,
2006/2/17,0.028884817,862.487,872.414,852.592,857.994,3651635800,0.898199437,9.12E-06,19258961474,2563300,847.293,822.0268,794.9118,
