,0,600000.XSHG,600016.XSHG,600019.XSHG,600028.XSHG,600029.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600111.XSHG,600276.XSHG,600309.XSHG,600340.XSHG,600519.XSHG,600547.XSHG,600585.XSHG,600606.XSHG,600690.XSHG,600703.XSHG,600887.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601211.XSHG,601229.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601336.XSHG,601360.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601878.XSHG,601881.XSHG,601988.XSHG,601989.XSHG,603993.XSHG,
2013/4/12,2013/4/12,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/4/19,2013/4/19,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/4/26,2013/4/26,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/5/3,2013/5/3,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/5/10,2013/5/10,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/5/17,2013/5/17,1492278,2258760,1712205,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108374446
2013/5/24,2013/5/24,1492278,2258760,1647172,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108309413
2013/5/31,2013/5/31,1492278,2258760,1647172,7003986,689875,981466,1766613,713799,2119660,917032,147947,123432,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108309413
2013/6/7,2013/6/7,1492278,2258760,1647172,7003987,689875,981466,1766613,713799,2119660,917032,147947,135775,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108321757
2013/6/14,2013/6/14,1492278,2258760,1647172,7003987,689875,981466,1766613,713799,2119660,917032,147947,135775,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552508,1130796,20000,108321757
2013/6/21,2013/6/21,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,135775,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284858,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,110422970
2013/6/28,2013/6/28,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,135775,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1078641,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26284868,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,110422980
2013/7/5,2013/7/5,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,127731,158750,,466110,1486679,1631104,1617962,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26285480,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,110963160
2013/7/12,2013/7/12,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,2557059,478641,3270905,110058,28191,1662501,26285480,620829,2082353,3000000,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,110970380
2013/7/19,2013/7/19,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,136814995
2013/7/26,2013/7/26,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,136814995
2013/8/2,2013/8/2,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,136814995
2013/8/9,2013/8/9,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,136814995
2013/8/16,2013/8/16,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,1893479,16152208,,,19552524,1130796,20000,136814995
2013/8/23,2013/8/23,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,138964995
2013/8/30,2013/8/30,1492278,2258760,1647172,9105184,689875,981466,1766613,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,138964995
2013/9/6,2013/9/6,1492278,2258760,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,139261276
2013/9/13,2013/9/13,1492278,2258760,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,139261276
2013/9/18,2013/9/18,1492278,2258760,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,139261276
2013/9/27,2013/9/27,1492278,2258760,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26285480,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552524,1130796,20000,139261276
2013/9/30,2013/9/30,1492278,2258819,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,34878,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1631104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552620,1181375,20000,139404246
2013/10/11,2013/10/11,1492278,2258819,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552620,1181375,196842,139439685
2013/10/18,2013/10/18,1492278,2258819,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552620,1181375,196842,139439685
2013/10/25,2013/10/25,1492278,2258819,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552620,1181375,196842,139439685
2013/11/1,2013/11/1,1492278,2258819,1647172,9105184,689875,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16152208,,,19552620,1181375,196842,139439685
2013/11/8,2013/11/8,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158750,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139492075
2013/11/15,2013/11/15,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139492142
2013/11/22,2013/11/22,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139492142
2013/11/29,2013/11/29,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1662501,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139492142
2013/12/6,2013/12/6,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,917032,147947,136022,216233,52317,103818,142307,399970,51832,269591,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139538892
2013/12/13,2013/12/13,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26377716,620829,2082353,2985322,559767,1011690,134974,4043479,16192208,,,19552620,1181375,196842,139548595
2013/12/20,2013/12/20,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26377716,620829,2082353,2985322,559767,1011690,134974,3985059,16192208,,,19552620,1181375,196842,139490175
2013/12/27,2013/12/27,1492278,2258819,1647172,9105184,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26377716,620829,2082353,2985322,559767,1011690,134974,3985059,16192208,,,19552620,1181375,196842,139490175
2014/1/3,2014/1/3,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,158817,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3985059,16192208,,,19574228,1210480,196842,139622642
2014/1/10,2014/1/10,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3985059,16192208,,,19574228,1210480,196842,139647141
2014/1/17,2014/1/17,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1210480,196842,139643118
2014/1/24,2014/1/24,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1211008,196842,139643646
2014/1/30,2014/1/30,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1211008,196842,139643646
2014/2/7,2014/2/7,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,28191,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1211008,196842,139643646
2014/2/14,2014/2/14,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,26458,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1211008,196842,139641913
2014/2/21,2014/2/21,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,26458,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,139977890
2014/2/28,2014/2/28,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,26458,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,139977890
2014/3/7,2014/3/7,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1001625,,,28416352,478641,3270905,110058,26458,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,139977890
2014/3/14,2014/3/14,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26458,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,140002390
2014/3/21,2014/3/21,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459464,620829,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,140002785
2014/3/28,2014/3/28,1492278,2258821,1647172,9105188,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459464,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1546985,196842,140010626
2014/4/4,2014/4/4,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/4/11,2014/4/11,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/4/18,2014/4/18,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/4/25,2014/4/25,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/4/30,2014/4/30,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/5/9,2014/5/9,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,136022,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140037980
2014/5/16,2014/5/16,1492278,2258830,1647172,9128202,702265,981466,2062894,713799,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140051582
2014/5/23,2014/5/23,1492278,2258830,1647172,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140408482
2014/5/30,2014/5/30,1492278,2258830,1647172,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140408482
2014/6/6,2014/6/6,1492278,2258830,1647172,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140408482
2014/6/13,2014/6/13,1492278,2258830,1647172,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140408482
2014/6/20,2014/6/20,1492278,2258830,1647172,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,103818,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478641,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574228,1551214,196842,140408482
2014/6/27,2014/6/27,1492278,2710604,1642428,9128202,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,134951,183316,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478642,3270905,110058,26853,1709251,26459566,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574232,1551214,196842,140865899
2014/7/4,2014/7/4,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,200522,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574232,1551215,196842,140952111
2014/7/11,2014/7/11,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,200522,,466110,1486679,1649104,1617962,747307,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574232,1551215,196842,140952111
2014/7/18,2014/7/18,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574232,1551215,196842,141201833
2014/7/25,2014/7/25,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,559767,1011690,134974,3981036,16192208,,,19574232,1551215,196842,141201833
2014/8/1,2014/8/1,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1011690,134974,3981036,16192208,,,19574232,1551215,196842,141202066
2014/8/8,2014/8/8,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1011690,134974,3981036,16192208,,,19574232,1551215,196842,141202066
2014/8/15,2014/8/15,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,202426,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1011690,134974,3981036,16192208,,,19574232,1551215,196842,141202066
2014/8/22,2014/8/22,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,216602,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1041690,134974,3981036,16192208,,,19574232,1551215,196842,141246242
2014/8/29,2014/8/29,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,216602,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478642,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1041690,134974,3981036,16192208,,,19574232,1551215,196842,141246242
2014/9/5,2014/9/5,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,216602,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478647,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1041690,134974,3981036,16192208,,,19574232,1551215,196842,141246247
2014/9/12,2014/9/12,1492278,2710604,1642428,9128210,702265,981466,2062894,1070699,2119660,924242,147947,149624,216233,52317,114200,142307,399970,51832,272084,216602,300782,,466110,1486679,1649104,1617962,896769,1026125,,,28416352,478647,3270905,110058,26853,1709251,26461088,628670,2082353,2985322,560000,1041690,134974,3981036,16192208,,,19574232,1551215,196842,141246247
