,0,600000.XSHG,600016.XSHG,600019.XSHG,600028.XSHG,600029.XSHG,600030.XSHG,600036.XSHG,600048.XSHG,600050.XSHG,600104.XSHG,600111.XSHG,600276.XSHG,600309.XSHG,600340.XSHG,600519.XSHG,600547.XSHG,600585.XSHG,600606.XSHG,600690.XSHG,600703.XSHG,600887.XSHG,600958.XSHG,600999.XSHG,601006.XSHG,601088.XSHG,601166.XSHG,601169.XSHG,601186.XSHG,601211.XSHG,601229.XSHG,601288.XSHG,601318.XSHG,601328.XSHG,601336.XSHG,601360.XSHG,601390.XSHG,601398.XSHG,601601.XSHG,601628.XSHG,601668.XSHG,601688.XSHG,601766.XSHG,601800.XSHG,601818.XSHG,601857.XSHG,601878.XSHG,601881.XSHG,601988.XSHG,601989.XSHG,603993.XSHG,
2009/8/21,2009/8/21,792589,1789480,1751200,1283415,150000,657047,1565879,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7034,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37419097
2009/8/28,2009/8/28,792589,1882300,1751200,1283415,150000,657047,1565879,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7034,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37511917
2009/9/4,2009/9/4,792589,1882300,1751200,1283415,150000,657047,1565879,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7034,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37511917
2009/9/11,2009/9/11,792589,1882300,1751200,1283415,150000,657047,1565879,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37512377
2009/9/18,2009/9/18,792589,1882300,1751200,1283415,150000,657047,1565880,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37512378
2009/9/25,2009/9/25,792589,1882300,1751200,1283415,150000,657047,1565880,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37512378
2009/9/30,2009/9/30,792589,1882300,1751200,1283415,150000,657047,1565881,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37512379
2009/10/9,2009/10/9,792589,1882300,1751200,1283415,150000,657047,1565881,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,37512379
2009/10/16,2009/10/16,792589,1882300,1751200,6992195,150000,657047,1565881,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,43221159
2009/10/23,2009/10/23,792589,1882300,1751200,6992195,150000,657047,1565881,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,1495000,258098,150000,600000,,300000,,,400000,,,17781892,,,43221159
2009/10/30,2009/10/30,792589,1882300,1751200,6992195,150000,657047,1565884,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67422398
2009/11/6,2009/11/6,792589,1882300,1751200,6992195,150000,657047,1565884,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67422398
2009/11/13,2009/11/13,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67422403
2009/11/20,2009/11/20,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67451086.7
2009/11/27,2009/11/27,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67451086.7
2009/12/4,2009/12/4,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,327600,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67451086.7
2009/12/11,2009/12/11,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655103,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,,,67778589.7
2009/12/18,2009/12/18,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655103,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,258098,150000,1200000,,300000,,,400000,,,17781892,119700,,67898289.7
2009/12/25,2009/12/25,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655103,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28683.6992,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257719,150000,1200000,,300000,,,400000,,,17781892,119700,,67897910.7
2009/12/31,2009/12/31,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655103,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257719,150000,1199500,,300000,,,400000,,,17781892,119700,,67897411
2010/1/8,2010/1/8,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257719,150000,1199500,,300000,,,400000,,,17781892,119700,,67897803
2010/1/15,2010/1/15,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257719,2082353,1199500,,300000,,,400000,,,17781892,119700,,69830156
2010/1/22,2010/1/22,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257719,2082353,1199500,,300000,,,400000,,,17781892,119700,,69830156
2010/1/29,2010/1/29,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,398000,395527,245000,,,,392659,1595493,,,467500,25096236,257654,2082353,1199500,,300000,,,400000,,,17781892,119700,,69830091
2010/2/5,2010/2/5,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,500000,395527,245000,,,,392659,1595493,,,467500,25096236,257654,2082353,1199500,,300000,,,400000,,,17781892,119700,,69932091
2010/2/12,2010/2/12,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,28684,1297676,180000,500000,395527,245000,,,,392659,1595493,,,467500,25096236,257654,2082353,1199500,,300000,,,400000,,,17781892,119700,,69932091
2010/2/26,2010/2/26,792589,1882300,1751200,6992195,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,35855,1297676,180000,500000,395553,245000,,,,392659,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,119700,,69994207
2010/3/5,2010/3/5,792589,1882300,1751200,6992204,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,119700,,70080198
2010/3/12,2010/3/12,792589,1882300,1751200,6992204,150000,657047,1565889,318805,2119660,655495,49316,62074,166333,14532,94380,34596,102248,27720,75569,7494,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,119700,,70080198
2010/3/19,2010/3/19,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/3/26,2010/3/26,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/4/2,2010/4/2,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/4/9,2010/4/9,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/4/16,2010/4/16,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/4/23,2010/4/23,792589,1882300,1751200,6992204,150000,657047,1766613,318805,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70380632
2010/4/30,2010/4/30,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,34596,102248,27720,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70476273
2010/5/7,2010/5/7,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,34596,102248,30492,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70479045
2010/5/14,2010/5/14,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,34596,102248,30492,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,1595493,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,70479045
2010/5/21,2010/5/21,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,69192,102248,30492,75569,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,2592992,,,467500,25096236,257654,2082353,1199500,54919,300000,,,400000,,,17781892,199500,,71511140
2010/5/28,2010/5/28,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,69192,133323,30492,89774,14989,72775,,35855,1297676,180000,500000,395553,245000,,,,478641,2592992,,,467500,25096236,257654,2082353,1199500,78456,300000,,,400000,,,17781892,199500,,71579957
2010/6/4,2010/6/4,792589,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,655495,49316,74489,166333,14532,94380,69192,133323,30492,89774,14989,72775,,35855,1297676,180000,599245,395553,245000,,,,478641,2592992,,,467500,25096236,268120,2082353,1199500,78456,300000,,,400000,,,17781892,199500,,71689668
2010/6/11,2010/6/11,1030365,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,852144,49316,74489,166333,14532,94380,69192,133323,42925,89774,14989,72775,,35855,1297676,180000,599245,395553,245000,,,,478641,2592992,,,467500,25096236,268120,2082353,1199500,78456,300000,,,400000,,,17781892,199500,,72136526
2010/6/18,2010/6/18,1030365,1882300,1751200,6992204,150000,657047,1766613,414446,2119660,852144,49316,74489,166333,14532,94380,69192,133323,42925,89774,14989,72775,,35855,1297676,180000,599245,395553,245000,,,,478641,2592992,,,467500,25096236,268120,2082353,1199500,78456,300000,,,400000,,,17781892,199500,,72136526
2010/6/25,2010/6/25,1030365,1882300,1751200,6992204,150000,985570,1766613,414446,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,14989,72775,,35855,1297676,180000,599245,395553,245000,,,,478641,2973550,,,467500,25096236,268120,2082353,1199500,78456,300000,,,400000,,,17781892,199500,,72978931
2010/7/2,2010/7/2,1030365,1882300,1751205,6992204,150000,985570,1766613,414446,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,14989,72775,,35855,1267816,180000,599245,395553,245000,,,,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,72934653
2010/7/9,2010/7/9,1030365,1882300,1751205,6992204,150000,985570,1766613,414446,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,14989,72775,,35855,1267816,180000,599245,395553,245000,,,,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,72934653
2010/7/16,2010/7/16,1030365,2258760,1751205,6992204,150000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,14989,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,74377179
2010/7/23,2010/7/23,1030365,2258760,1751205,6992204,150000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,74377579
2010/7/30,2010/7/30,1030365,2258760,1751205,6992204,150000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,74377579
2010/8/6,2010/8/6,1030365,2258760,1751205,6992204,150000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,74377579
2010/8/13,2010/8/13,1030365,2258760,1751205,6992204,150000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,,400000,,,17781892,199500,,74377579
2010/8/20,2010/8/20,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,74952579
2010/8/27,2010/8/27,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,74952579
2010/9/3,2010/9/3,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,74952579
2010/9/10,2010/9/10,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,74952579
2010/9/17,2010/9/17,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,395553,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,74952579
2010/9/21,2010/9/21,1030365,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,15389,72775,,35855,1267816,180000,599245,622756,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,75179782
2010/9/30,2010/9/30,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1267816,180000,599245,622756,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,75303623
2010/10/8,2010/10/8,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1267816,180000,599245,622756,245000,,,1031033,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,75303623
2010/10/15,2010/10/15,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1267816,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,77257929
2010/10/22,2010/10/22,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,77476792
2010/10/29,2010/10/29,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,77476792
2010/11/5,2010/11/5,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,400000,,,17781892,199500,,77476792
2010/11/12,2010/11/12,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,35855,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,245000,16152208,,,19552488,199500,,94999596
2010/11/19,2010/11/19,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,25096236,268120,2082353,1185077,78456,300000,,400000,16152208,,,19552488,199500,,95307631
2010/11/26,2010/11/26,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,26222450,268120,2082353,1185077,78456,300000,,400000,16152208,,,19552488,199500,,96433845
2010/12/3,2010/12/3,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,467500,26222450,268120,2082353,1185077,78456,300000,,400000,16152208,,,19552488,199500,,96433845
2010/12/10,2010/12/10,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,268120,2082353,1185077,78456,300000,,400000,16152208,,,19552488,199500,,97628846
2010/12/17,2010/12/17,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,268120,2082353,1308000,78456,300000,,400000,16152208,,,19552492,212500,,97764773
2010/12/24,2010/12/24,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89774,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,268120,2082353,1308000,78456,300000,,400000,16152208,,,19552492,212500,,97764773
2010/12/31,2010/12/31,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/1/7,2011/1/7,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/1/14,2011/1/14,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/1/21,2011/1/21,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/1/28,2011/1/28,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/2/1,2011/2/1,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/2/11,2011/2/11,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/2/18,2011/2/18,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,69192,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98074699
2011/2/25,2011/2/25,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,78456,300000,,400000,16152208,,,19552496,212500,,98081854
2011/3/4,2011/3/4,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,245000,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98180551
2011/3/11,2011/3/11,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,1001625,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98937176
2011/3/18,2011/3/18,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,1001625,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98937176
2011/3/25,2011/3/25,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,1001625,,,1534235,478641,2973550,,,1662501,26222450,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98937176
2011/4/1,2011/4/1,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,1001625,,,1534235,478641,2973550,,,1662501,26222512,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98937238
2011/4/8,2011/4/8,1147906,2258760,1751205,6992204,480000,985570,1766613,449479,2119660,852144,49316,74489,166333,14532,94380,76347,266647,42925,89918,21689,72775,,188890,1486679,1631104,599245,622756,1001625,,,1534235,478641,2973550,,,1662501,26222512,620829,2082353,1265069,177153,300000,,400000,16152208,,,19552496,212500,,98937238
