,r,open,high,low,close,volume,rsrs,turnover,money,circulating_cap,MA5,MA10,MA60,MA20
2018-06-22,-0.0315856940456825,2638.4,2646.64,2553.3,2583.71,12569643000.0,0.9238188947334596,-0.0003223948434257312,180692491847.0,157192590.28100002,2642.4499999999975,2662.477,2718.2005366666676,2742.463
2018-06-29,-0.040174787418092654,2593.62,2595.99,2418.3,2479.91,12093880500.0,0.8336763055581348,-0.0009252919247846426,171975697050.0,158747717.6678,2606.1739999999977,2645.7299999999996,2720.4150516666678,2725.957
2018-07-06,-0.03116645362130076,2473.31,2473.73,2331.84,2402.62,12503797700.0,0.8002410345774994,-0.0008981758127661114,169403178994.0,160233231.574,2557.2599999999975,2620.6379999999995,2721.782018333334,2702.4985
2018-07-13,0.030899601268615195,2410.52,2490.44,2409.31,2476.86,11371492000.0,0.8290800829109307,-1.733001988079529e-05,147659713826.0,160233231.574,2522.2159999999976,2603.6889999999994,2723.472193333334,2678.483
2018-07-20,0.006823155123826171,2471.15,2506.94,2409.05,2493.76,10924588500.0,0.8521719856127229,0.0005570026114805977,146442105506.0,160412564.6365,2487.3719999999976,2580.5929999999994,2725.673833333334,2659.9620000000004
2018-07-27,0.012563358141922207,2482.05,2579.59,2478.19,2525.09,15926151900.0,0.8097125270585891,0.00019670581079445185,197461443468.0,160883772.2615,2475.6479999999974,2559.0489999999995,2726.5717650000006,2640.8065
2018-08-03,-0.044192484228284985,2525.38,2570.31,2412.96,2413.5,12326777500.0,0.7727269179642263,-0.000420055992316179,155975845030.0,160883772.2615,2462.3659999999973,2534.2699999999995,2725.5390383333342,2617.945
2018-08-10,0.037170084938885455,2417.3,2518.11,2393.68,2503.21,12506424800.0,0.782562624235866,-0.00011146782324554405,156959348015.0,160883772.2615,2482.4839999999976,2519.8719999999994,2725.2713200000007,2603.532
2018-08-17,-0.05154981004390361,2480.1,2485.23,2367.05,2374.17,10589851900.0,0.7738797543287402,-0.0002475705590779791,129003054851.0,160883772.2615,2461.945999999997,2492.080999999999,2723.960988333334,2586.133
2018-08-24,0.04120597935278431,2386.14,2496.39,2370.82,2472.0,10303019200.0,0.7737190673978596,-0.0001946902555125627,136600754796.0,160883772.2615,2457.5939999999973,2472.4829999999993,2723.0093500000007,2574.6144999999997
2018-08-31,0.0010032362459547,2484.41,2530.5,2455.99,2474.48,11242601900.0,0.7638747655924998,0.0006046134798569116,144773196037.0,160883772.2615,2447.471999999997,2461.559999999999,2721.751223333334,2562.0184999999997
2018-09-07,-0.01487181145129489,2461.86,2507.04,2408.93,2437.68,9945164500.0,0.794564073741324,-0.00022459448219316636,127722501028.0,160883772.2615,2452.3079999999973,2457.336999999999,2719.9849300000005,2551.5335
2018-09-14,-0.005029372189951004,2431.18,2440.11,2373.04,2425.42,9086147700.0,0.7950521027052898,-0.00035105571244066226,118993949376.0,160883772.2615,2436.7499999999973,2459.6169999999993,2716.6922050000007,2540.1274999999996
2018-09-21,0.0610945733110141,2411.38,2573.6,2391.73,2573.6,13025180200.0,0.7382943559043388,0.0006887225488207866,160943205134.0,160887154.5115,2476.6359999999972,2469.2909999999993,2715.5986583333342,2536.49
2018-09-28,0.012849704693814176,2545.21,2618.83,2536.43,2606.67,10975928200.0,0.6764707442679297,0.0010953960590651905,142057560233.0,160887154.5115,2503.569999999997,2480.5819999999994,2715.103263333335,2530.5874999999996
2018-10-12,-0.06235541898284016,2544.49,2548.89,2369.03,2444.13,14172948600.0,0.6138705074652729,-0.0005710698905728115,187388858018.0,160887156.0115,2497.4999999999973,2472.4859999999994,2712.042053333335,2515.7674999999995
